>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 14:33:01 +0200
xnode:	neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
uname:	Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
cpu:	Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
cpu/[0-23]/freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
cpu/[0-23]/idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
WARNING: cpu: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
disk/sda: ADATA SU800       rev 8BS  119,2G
nic/enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
nic/enp1s0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/enp1s0/coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
nic/enp1s0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/enp1s0: RX coalesce latency is max 20μs - that will add to networked request-reply latency
sw/python:          Python 2.7.12
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
sw/neo:             v1.8-1589-g7c21fb9
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	z6001
cluster:
Benchmarkpystone 1 116106 pystone/s	# POLL·0 C1·82 C1E·0 C3·20 C6·359
Benchmarkpystone 1 113708 pystone/s	# POLL·0 C1·61 C1E·1 C3·17 C6·327
Benchmarkpystone 1 113468 pystone/s	# POLL·0 C1·76 C1E·0 C3·21 C6·402
Benchmarkpystone 1 103554 pystone/s	# POLL·4 C1·85 C1E·4 C3·15 C6·338
Benchmarkpystone 1 113983 pystone/s	# POLL·2 C1·106 C1E·4 C3·10 C6·457
Benchmarkneo/go/sqlite-zwrk.go·2 20000	11752.7 req/s  170.174 latency-µs/object	# POLL·94 C1·10009 C1E·164553 C3·31113 C6·17724

# 3 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·3 30000	19105.9 req/s  157.019 latency-µs/object	# POLL·135 C1·25036 C1E·131331 C3·20945 C6·15828
Benchmarkneo/go/sqlite-zwrk.go·3 30000	18992.7 req/s  157.956 latency-µs/object	# POLL·134 C1·25207 C1E·135949 C3·20317 C6·17082
Benchmarkneo/go/sqlite-zwrk.go·3 30000	19091.6 req/s  157.137 latency-µs/object	# POLL·149 C1·25339 C1E·136904 C3·24022 C6·11409
Benchmarkneo/go/sqlite-zwrk.go·3 30000	19074.5 req/s  157.278 latency-µs/object	# POLL·152 C1·24621 C1E·136618 C3·24560 C6·14164
Benchmarkneo/go/sqlite-zwrk.go·3 30000	18975.9 req/s  158.095 latency-µs/object	# POLL·137 C1·24501 C1E·137307 C3·21645 C6·17933

# 4 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·4 30000	24560.7 req/s  162.862 latency-µs/object	# POLL·131 C1·18840 C1E·116060 C3·23977 C6·9247
Benchmarkneo/go/sqlite-zwrk.go·4 30000	24485.7 req/s  163.361 latency-µs/object	# POLL·120 C1·19660 C1E·114720 C3·20655 C6·13113
Benchmarkneo/go/sqlite-zwrk.go·4 30000	24651.0 req/s  162.265 latency-µs/object	# POLL·142 C1·19579 C1E·117868 C3·21297 C6·10242
Benchmarkneo/go/sqlite-zwrk.go·4 30000	24870.8 req/s  160.831 latency-µs/object	# POLL·127 C1·20432 C1E·114210 C3·20733 C6·11060
Benchmarkneo/go/sqlite-zwrk.go·4 30000	24595.3 req/s  162.633 latency-µs/object	# POLL·135 C1·19657 C1E·114854 C3·20591 C6·11194

# 8 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·8 100000	44124.0 req/s  181.307 latency-µs/object	# POLL·789 C1·32016 C1E·253316 C3·28554 C6·10474
Benchmarkneo/go/sqlite-zwrk.go·8 100000	44460.0 req/s  179.937 latency-µs/object	# POLL·782 C1·31058 C1E·253320 C3·28854 C6·10770
Benchmarkneo/go/sqlite-zwrk.go·8 100000	44546.2 req/s  179.589 latency-µs/object	# POLL·794 C1·31510 C1E·253902 C3·27716 C6·11372
E0305 14:54:39.420082   28234 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:52020: 192.168.0.16:5554 - 192.168.0.16:52020: accept: node link is not listening for incoming connections
Benchmarkneo/go/sqlite-zwrk.go·8 100000	44496.3 req/s  179.790 latency-µs/object	# POLL·824 C1·31506 C1E·256182 C3·22787 C6·12137
Benchmarkneo/go/sqlite-zwrk.go·8 100000	44880.6 req/s  178.251 latency-µs/object	# POLL·810 C1·30524 C1E·252075 C3·25848 C6·10449

# 12 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·12 100000	56128.0 req/s  213.797 latency-µs/object	# POLL·4329 C1·76269 C1E·193045 C3·17657 C6·4297
E0305 14:54:50.573674   28234 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:52162: 192.168.0.16:5554 - 192.168.0.16:52162: accept: node link is not listening for incoming connections
Benchmarkneo/go/sqlite-zwrk.go·12 100000	56336.3 req/s  213.007 latency-µs/object	# POLL·4357 C1·75030 C1E·193209 C3·15811 C6·7363
Benchmarkneo/go/sqlite-zwrk.go·12 100000	56325.7 req/s  213.047 latency-µs/object	# POLL·4178 C1·75814 C1E·194337 C3·13281 C6·6298
E0305 14:54:57.585277   28234 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:52270: 192.168.0.16:5554 - 192.168.0.16:52270: accept: node link is not listening for incoming connections
Benchmarkneo/go/sqlite-zwrk.go·12 100000	56245.6 req/s  213.350 latency-µs/object	# POLL·4100 C1·74745 C1E·193838 C3·16363 C6·5307
E0305 14:55:00.965304   28234 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:52334: 192.168.0.16:5554 - 192.168.0.16:52334: accept: node link is not listening for incoming connections
Benchmarkneo/go/sqlite-zwrk.go·12 100000	56621.1 req/s  211.935 latency-µs/object	# POLL·4265 C1·75269 C1E·194165 C3·11901 C6·4098

# 16 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·16 100000	58276.8 req/s  274.552 latency-µs/object	# POLL·5293 C1·91587 C1E·122604 C3·14861 C6·5761
Benchmarkneo/go/sqlite-zwrk.go·16 100000	58402.0 req/s  273.963 latency-µs/object	# POLL·5051 C1·90091 C1E·121204 C3·14206 C6·4810
Benchmarkneo/go/sqlite-zwrk.go·16 100000	58303.3 req/s  274.427 latency-µs/object	# POLL·5213 C1·92133 C1E·119221 C3·16933 C6·3283
Benchmarkneo/go/sqlite-zwrk.go·16 100000	58598.4 req/s  273.045 latency-µs/object	# POLL·5364 C1·92429 C1E·122109 C3·14331 C6·2778
Benchmarkneo/go/sqlite-zwrk.go·16 100000	58589.3 req/s  273.087 latency-µs/object	# POLL·5284 C1·90554 C1E·124797 C3·10517 C6·3034
2018/03/05 14:55:18 accept tcp 192.168.0.16:5554: use of closed network connection
2018-03-05 14:55:18.6935 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite (sha1 disabled on: client)
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 188.3 µs/object	# crc32:14640593  nread=8540363  t=400.609818ms
# POLL·2 C1·392 C1E·15554 C3·6739 C6·1421
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 208.4 µs/object	# crc32:14640593  nread=8540363  t=443.52055ms
# POLL·6 C1·270 C1E·14158 C3·6293 C6·2645
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 174.7 µs/object	# crc32:14640593  nread=8540363  t=371.710416ms
# POLL·2 C1·257 C1E·16663 C3·4190 C6·2012
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 206.8 µs/object	# crc32:14640593  nread=8540363  t=440.135192ms
# POLL·9 C1·210 C1E·15605 C3·5156 C6·3197
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 161.0 µs/object	# crc32:14640593  nread=8540363  t=342.674924ms
# POLL·4 C1·326 C1E·17216 C3·3491 C6·1963
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 37.0 µs/object	# crc32:14640593  nread=8540363  t=78.743577ms
# POLL·69 C1·4296 C1E·5021 C3·787 C6·642
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 38.8 µs/object	# crc32:14640593  nread=8540363  t=82.614627ms
# POLL·33 C1·4473 C1E·4377 C3·796 C6·667
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 37.5 µs/object	# crc32:14640593  nread=8540363  t=79.708949ms
# POLL·59 C1·4330 C1E·5208 C3·777 C6·604
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 36.9 µs/object	# crc32:14640593  nread=8540363  t=78.575486ms
# POLL·41 C1·4308 C1E·5124 C3·805 C6·660
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 36.9 µs/object	# crc32:14640593  nread=8540363  t=78.474438ms
# POLL·57 C1·4287 C1E·5348 C3·902 C6·533

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	5807.3 req/s  172.198 latency-µs/object
# POLL·16 C1·1695 C1E·134355 C3·33757 C6·11262
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	5645.4 req/s  177.136 latency-µs/object
# POLL·11 C1·841 C1E·90602 C3·26352 C6·11797
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	5254.7 req/s  190.305 latency-µs/object
# POLL·15 C1·660 C1E·89390 C3·28548 C6·12690
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	5511.7 req/s  181.432 latency-µs/object
# POLL·10 C1·624 C1E·90646 C3·28649 C6·11934
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	5881.3 req/s  170.030 latency-µs/object
# POLL·17 C1·1296 C1E·91790 C3·23216 C6·13422

# 2 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	13313.7 req/s  150.221 latency-µs/object
# POLL·159 C1·13035 C1E·141126 C3·35380 C6·18503
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	12786.6 req/s  156.413 latency-µs/object
# POLL·108 C1·12569 C1E·141236 C3·32983 C6·21136
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	13436.8 req/s  148.845 latency-µs/object
# POLL·102 C1·14057 C1E·142084 C3·23614 C6·27389
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	13186.4 req/s  151.672 latency-µs/object
# POLL·76 C1·12745 C1E·136300 C3·28046 C6·21361
E0305 14:55:48.762058   31586 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:52836: 192.168.0.16:5554 - 192.168.0.16:52836: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	12952.7 req/s  154.408 latency-µs/object
# POLL·105 C1·12864 C1E·137373 C3·33155 C6·18330

# 3 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	20306.3 req/s  147.737 latency-µs/object
# POLL·144 C1·25738 C1E·131079 C3·18751 C6·24472
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	20310.8 req/s  147.705 latency-µs/object
# POLL·166 C1·25608 C1E·124055 C3·34899 C6·15525
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	20474.1 req/s  146.527 latency-µs/object
# POLL·202 C1·25969 C1E·129922 C3·27174 C6·17454
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	20531.5 req/s  146.117 latency-µs/object
# POLL·195 C1·25782 C1E·129141 C3·25132 C6·18378
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	20326.0 req/s  147.594 latency-µs/object
# POLL·181 C1·25520 C1E·130511 C3·27384 C6·17756

# 4 clients in parallel
E0305 14:56:03.768373   31586 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:52940: 192.168.0.16:5554 - 192.168.0.16:52940: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27232.7 req/s  146.882 latency-µs/object
# POLL·291 C1·38017 C1E·161634 C3·27469 C6·17116
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	26997.8 req/s  148.160 latency-µs/object
# POLL·294 C1·36180 C1E·157916 C3·32389 C6·14925
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	26981.1 req/s  148.252 latency-µs/object
# POLL·253 C1·36844 C1E·162393 C3·27778 C6·17442
E0305 14:56:11.998338   31586 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:53002: 192.168.0.16:5554 - 192.168.0.16:53002: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27034.5 req/s  147.959 latency-µs/object
# POLL·292 C1·36881 C1E·161739 C3·26694 C6·20281
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27011.0 req/s  148.088 latency-µs/object
# POLL·271 C1·37093 C1E·159612 C3·24596 C6·21856

# 8 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 100000	48266.1 req/s  165.748 latency-µs/object
# POLL·763 C1·44427 C1E·219107 C3·29185 C6·9264
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 100000	48272.3 req/s  165.726 latency-µs/object
# POLL·819 C1·46109 C1E·212078 C3·32908 C6·13840
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 100000	48348.5 req/s  165.465 latency-µs/object
# POLL·815 C1·45881 C1E·215339 C3·31617 C6·12506
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 100000	48355.5 req/s  165.441 latency-µs/object
# POLL·854 C1·45991 C1E·219365 C3·31177 C6·10245
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 100000	48675.8 req/s  164.353 latency-µs/object
# POLL·754 C1·44689 C1E·211496 C3·34313 C6·11573

# 12 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 100000	59894.0 req/s  200.354 latency-µs/object
# POLL·3317 C1·82526 C1E·173362 C3·18880 C6·6331
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 100000	60294.8 req/s  199.022 latency-µs/object
# POLL·3188 C1·80248 C1E·174249 C3·16742 C6·5244
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 100000	60227.2 req/s  199.246 latency-µs/object
# POLL·3224 C1·80386 C1E·174779 C3·14629 C6·5227
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 100000	60235.0 req/s  199.220 latency-µs/object
# POLL·3228 C1·80212 C1E·174498 C3·14509 C6·7498
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 100000	60276.3 req/s  199.083 latency-µs/object
# POLL·3294 C1·83049 C1E·173262 C3·17975 C6·5920

# 16 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 100000	61608.3 req/s  259.705 latency-µs/object
# POLL·5556 C1·102368 C1E·111819 C3·11557 C6·4173
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 100000	61174.3 req/s  261.548 latency-µs/object
# POLL·5343 C1·99013 C1E·107652 C3·15505 C6·5121
E0305 14:56:59.425492   31586 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:53676: 192.168.0.16:5554 - 192.168.0.16:53676: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 100000	61730.6 req/s  259.191 latency-µs/object
# POLL·5539 C1·100644 C1E·108100 C3·13257 C6·5068
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 100000	62057.2 req/s  257.827 latency-µs/object
# POLL·5657 C1·101949 C1E·104427 C3·17691 C6·3614
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 100000	61574.9 req/s  259.846 latency-µs/object
# POLL·5415 C1·101920 C1E·111048 C3·10764 C6·4872
2018/03/05 14:57:06 accept tcp 192.168.0.16:5554: use of closed network connection
2018-03-05 14:57:06.4129 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

dataset:	prod1-1024
node:
cluster:	z6001

*** generating fs1 data...
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727785 seconds in the future

*** generating sqlite data...
2018-03-05 14:57:24.6170 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-03-05 14:57:24 140250081222016 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 2397 ...
2018-03-05 14:57:28 139664256683392 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 2425 ...
2018-03-05 14:57:31 140593248861568 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 2454 ...
2018-03-05 14:57:34 140169478102400 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 2481 ...
2018-03-05 14:57:49.3499 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727742 seconds in the future
Benchmarkfs1-zhash.py 3789 30.3 µs/object	# crc32:a50b90dc  nread=4905351  t=0.115s
# POLL·1 C1·103 C1E·0 C3·23 C6·459
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727741 seconds in the future
Benchmarkfs1-zhash.py 3789 30.8 µs/object	# crc32:a50b90dc  nread=4905351  t=0.117s
# POLL·2 C1·107 C1E·2 C3·18 C6·661
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727741 seconds in the future
Benchmarkfs1-zhash.py 3789 29.5 µs/object	# crc32:a50b90dc  nread=4905351  t=0.112s
# POLL·2 C1·95 C1E·3 C3·18 C6·587
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727740 seconds in the future
Benchmarkfs1-zhash.py 3789 30.5 µs/object	# crc32:a50b90dc  nread=4905351  t=0.116s
# POLL·0 C1·76 C1E·1 C3·27 C6·513
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727740 seconds in the future
Benchmarkfs1-zhash.py 3789 30.5 µs/object	# crc32:a50b90dc  nread=4905351  t=0.115s
# POLL·0 C1·112 C1E·0 C3·20 C6·516

Benchmarkfs1-zhash.go 3789 4.7 µs/object	# crc32:a50b90dc  nread=4905351  t=17.707841ms	# POLL·0 C1·120 C1E·66 C3·29 C6·310
Benchmarkfs1-zhash.go 3789 4.6 µs/object	# crc32:a50b90dc  nread=4905351  t=17.435588ms	# POLL·3 C1·98 C1E·59 C3·34 C6·233
Benchmarkfs1-zhash.go 3789 4.6 µs/object	# crc32:a50b90dc  nread=4905351  t=17.470671ms	# POLL·0 C1·77 C1E·61 C3·30 C6·300
Benchmarkfs1-zhash.go 3789 4.6 µs/object	# crc32:a50b90dc  nread=4905351  t=17.251755ms	# POLL·0 C1·81 C1E·62 C3·47 C6·300
Benchmarkfs1-zhash.go 3789 4.6 µs/object	# crc32:a50b90dc  nread=4905351  t=17.308397ms	# POLL·4 C1·126 C1E·63 C3·36 C6·243
Benchmarkfs1-zhash.go+prefetch128 3789 5.9 µs/object	# crc32:a50b90dc  nread=4905351  t=22.379192ms	# POLL·3 C1·246 C1E·655 C3·410 C6·440
Benchmarkfs1-zhash.go+prefetch128 3789 5.7 µs/object	# crc32:a50b90dc  nread=4905351  t=21.442426ms	# POLL·0 C1·241 C1E·626 C3·508 C6·336
Benchmarkfs1-zhash.go+prefetch128 3789 6.1 µs/object	# crc32:a50b90dc  nread=4905351  t=23.011958ms	# POLL·5 C1·214 C1E·945 C3·548 C6·410
Benchmarkfs1-zhash.go+prefetch128 3789 5.6 µs/object	# crc32:a50b90dc  nread=4905351  t=21.226071ms	# POLL·6 C1·247 C1E·475 C3·431 C6·408
Benchmarkfs1-zhash.go+prefetch128 3789 6.2 µs/object	# crc32:a50b90dc  nread=4905351  t=23.527716ms	# POLL·1 C1·254 C1E·813 C3·503 C6·414

# 1 clients in parallel
Benchmarkfs1-zwrk.go·1 500000	327736.2 req/s  3.051 latency-µs/object	# POLL·9 C1·143 C1E·156 C3·46 C6·931
Benchmarkfs1-zwrk.go·1 500000	350411.3 req/s  2.854 latency-µs/object	# POLL·6 C1·135 C1E·150 C3·81 C6·822
Benchmarkfs1-zwrk.go·1 500000	349158.3 req/s  2.864 latency-µs/object	# POLL·0 C1·122 C1E·71 C3·110 C6·1053
Benchmarkfs1-zwrk.go·1 500000	338211.2 req/s  2.957 latency-µs/object	# POLL·3 C1·131 C1E·87 C3·73 C6·1027
Benchmarkfs1-zwrk.go·1 500000	343195.2 req/s  2.914 latency-µs/object	# POLL·2 C1·158 C1E·114 C3·74 C6·869

# 2 clients in parallel
Benchmarkfs1-zwrk.go·2 1000000	670025.0 req/s  2.985 latency-µs/object	# POLL·4 C1·190 C1E·81 C3·103 C6·1035
Benchmarkfs1-zwrk.go·2 1000000	666210.0 req/s  3.002 latency-µs/object	# POLL·1 C1·190 C1E·79 C3·89 C6·1003
Benchmarkfs1-zwrk.go·2 1000000	660396.3 req/s  3.028 latency-µs/object	# POLL·6 C1·188 C1E·113 C3·100 C6·1115
Benchmarkfs1-zwrk.go·2 1000000	616583.9 req/s  3.244 latency-µs/object	# POLL·8 C1·189 C1E·100 C3·64 C6·910
Benchmarkfs1-zwrk.go·2 1000000	671955.5 req/s  2.976 latency-µs/object	# POLL·0 C1·141 C1E·86 C3·104 C6·1048

# 3 clients in parallel
Benchmarkfs1-zwrk.go·3 1000000	996224.0 req/s  3.011 latency-µs/object	# POLL·5 C1·168 C1E·102 C3·117 C6·1365
Benchmarkfs1-zwrk.go·3 1000000	940992.0 req/s  3.188 latency-µs/object	# POLL·4 C1·179 C1E·89 C3·141 C6·1229
Benchmarkfs1-zwrk.go·3 1000000	998050.0 req/s  3.006 latency-µs/object	# POLL·1 C1·162 C1E·89 C3·97 C6·1395
Benchmarkfs1-zwrk.go·3 1000000	988730.2 req/s  3.034 latency-µs/object	# POLL·0 C1·186 C1E·85 C3·106 C6·1270
Benchmarkfs1-zwrk.go·3 1000000	999029.1 req/s  3.003 latency-µs/object	# POLL·3 C1·177 C1E·92 C3·96 C6·1384

# 4 clients in parallel
Benchmarkfs1-zwrk.go·4 2000000	1287720.2 req/s  3.106 latency-µs/object	# POLL·7 C1·255 C1E·105 C3·140 C6·1828
Benchmarkfs1-zwrk.go·4 2000000	1283137.5 req/s  3.117 latency-µs/object	# POLL·8 C1·211 C1E·97 C3·93 C6·1965
Benchmarkfs1-zwrk.go·4 2000000	1265583.8 req/s  3.161 latency-µs/object	# POLL·3 C1·192 C1E·106 C3·95 C6·2373
Benchmarkfs1-zwrk.go·4 2000000	1297558.8 req/s  3.083 latency-µs/object	# POLL·4 C1·194 C1E·121 C3·110 C6·1579
Benchmarkfs1-zwrk.go·4 2000000	1319841.6 req/s  3.031 latency-µs/object	# POLL·7 C1·208 C1E·109 C3·106 C6·2187

# 8 clients in parallel
Benchmarkfs1-zwrk.go·8 5000000	2604462.5 req/s  3.072 latency-µs/object	# POLL·2 C1·186 C1E·138 C3·127 C6·1586
Benchmarkfs1-zwrk.go·8 5000000	2585682.5 req/s  3.094 latency-µs/object	# POLL·3 C1·219 C1E·107 C3·133 C6·2166
Benchmarkfs1-zwrk.go·8 5000000	2554697.1 req/s  3.131 latency-µs/object	# POLL·5 C1·199 C1E·139 C3·163 C6·2781
Benchmarkfs1-zwrk.go·8 5000000	2574855.5 req/s  3.107 latency-µs/object	# POLL·8 C1·251 C1E·110 C3·117 C6·1940
Benchmarkfs1-zwrk.go·8 3000000	2547263.3 req/s  3.141 latency-µs/object	# POLL·3 C1·212 C1E·132 C3·131 C6·1593

# 12 clients in parallel
Benchmarkfs1-zwrk.go·12 5000000	2794493.5 req/s  4.294 latency-µs/object	# POLL·10 C1·2700 C1E·5982 C3·2482 C6·18744
Benchmarkfs1-zwrk.go·12 5000000	2876076.1 req/s  4.172 latency-µs/object	# POLL·4 C1·3398 C1E·6481 C3·3840 C6·15799
Benchmarkfs1-zwrk.go·12 5000000	2817935.3 req/s  4.258 latency-µs/object	# POLL·10 C1·2678 C1E·6339 C3·2751 C6·18551
Benchmarkfs1-zwrk.go·12 5000000	2765973.5 req/s  4.338 latency-µs/object	# POLL·4 C1·3021 C1E·5927 C3·3916 C6·16514
Benchmarkfs1-zwrk.go·12 5000000	2803457.9 req/s  4.280 latency-µs/object	# POLL·3 C1·3220 C1E·6153 C3·3012 C6·17927

# 16 clients in parallel
