>>> bench-cluster neotest@rio:1

*** neotest: node: (server)
date:	Mon, 05 Mar 2018 15:16:47 +0300
xnode:	kirr@deco.navytux.spb.ru (2401:5180:0:37::1 192.168.0.2)
uname:	Linux deco 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
cpu/[0-3]/freq: intel_pstate/performance [2.60GHz - 2.60GHz]
cpu/[0-3]/idle: intel_idle/menu: POLL(0μs) C1(2μs) C1E(10μs) C3(70μs) C6(85μs) C7s(124μs) C8(200μs) C9(480μs) C10(890μs)
WARNING: cpu: C-state exit-latency is max 890μs - up to that can add to networked and IPC request-reply latency
disk/sda: SanDisk X400 M.2  rev 0012  477G
nic/eth0: Intel Corporation Ethernet Connection I219-LM rev 21
nic/eth0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple rxhash ...
nic/eth0/coalesce: rxc: 3μs/0f/0μs-irq/0f-irq,  txc: 0μs/0f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
nic/wlan0: Intel Corporation Wireless 8260 rev 3a
nic/wlan0/features: !rx !tx sg !tso !ufo gso gro !lro !rxvlan !txvlan !ntuple !rxhash ...
nic/wlan0/coalesce: rxc: ?,  txc: ?
nic/wlan0/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/wlan0: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8.1-1580-g7c21fb98-dirty
sw/zodb:            5.3.0-12-g2115c90aa
sw/zeo:             5.1.1-7-gf9e4442d
sw/mysqlclient:     1.3.12
sw/wendelin.core:   v0.11-15-gf785ac0

*** neotest: node: (client)
date:	Mon, 05 Mar 2018 15:16:48 +0300
xnode:	neotest@rio.kirr.nexedi.com (2401:5180:0:2a::1 192.168.0.6)
uname:	Linux rio 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-3770S CPU @ 3.10GHz
cpu/[0-7]/freq: intel_pstate/performance [3.10GHz - 3.10GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(1μs) C1E(10μs) C3(59μs) C6(80μs)
WARNING: cpu: C-state exit-latency is max 80μs - up to that can add to networked and IPC request-reply latency
disk/sda: Samsung SSD 840   rev BB0Q 931.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
nic/eth1: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 06
nic/eth1/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth1/coalesce: rxc: 0μs/1f/0μs-irq/0f-irq,  txc: 0μs/1f/0μs-irq/0f-irq
nic/eth1/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth1: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1589-g7c21fb98
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** server cpu:
node:	deco
cluster:
Benchmarkpystone 1 218123 pystone/s	# POLL·0 C1·0 C1E·3 C3·13 C6·48 C7s·0 C8·60 C9·0 C10·8
Benchmarkpystone 1 215387 pystone/s	# POLL·0 C1·0 C1E·8 C3·15 C6·37 C7s·0 C8·71 C9·0 C10·5
Benchmarkpystone 1 218805 pystone/s	# POLL·0 C1·0 C1E·3 C3·10 C6·41 C7s·0 C8·64 C9·0 C10·5
Benchmarkpystone 1 213975 pystone/s	# POLL·1 C1·0 C1E·5 C3·20 C6·38 C7s·0 C8·72 C9·0 C10·3
Benchmarkpystone 1 212759 pystone/s	# POLL·0 C1·1 C1E·6 C3·16 C6·42 C7s·0 C8·71 C9·0 C10·2
Benchmarkneo/go/fs1-zhash.go+prefetch128 2127 59.1 µs/object	# crc32:14640593  nread=8540363  t=125.815374ms	# POLL·4 C1·354 C1E·3456 C3·173 C6·586
Benchmarkneo/go/fs1-zhash.go+prefetch128 2127 60.2 µs/object	# crc32:14640593  nread=8540363  t=128.21063ms	# POLL·6 C1·489 C1E·3618 C3·353 C6·494
Benchmarkneo/go/fs1-zhash.go+prefetch128 2127 56.8 µs/object	# crc32:14640593  nread=8540363  t=120.946309ms	# POLL·4 C1·463 C1E·4005 C3·273 C6·400
Benchmarkneo/go/fs1-zhash.go+prefetch128 2127 51.7 µs/object	# crc32:14640593  nread=8540363  t=109.975502ms	# POLL·1 C1·486 C1E·3657 C3·268 C6·557
Benchmarkneo/go/fs1-zhash.go+prefetch128 2127 53.8 µs/object	# crc32:14640593  nread=8540363  t=114.457776ms	# POLL·1 C1·522 C1E·3729 C3·275 C6·503

# 1 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·1 3000	1589.6 req/s  629.101 latency-µs/object	# POLL·1 C1·88 C1E·9813 C3·9108 C6·10346
Benchmarkneo/go/fs1-zwrk.go·1 5000	1689.4 req/s  591.923 latency-µs/object	# POLL·0 C1·87 C1E·14446 C3·12195 C6·14907
Benchmarkneo/go/fs1-zwrk.go·1 3000	1589.2 req/s  629.248 latency-µs/object	# POLL·0 C1·115 C1E·8023 C3·9707 C6·11082
Benchmarkneo/go/fs1-zwrk.go·1 3000	1595.5 req/s  626.761 latency-µs/object	# POLL·0 C1·90 C1E·8083 C3·9863 C6·10624
Benchmarkneo/go/fs1-zwrk.go·1 5000	1928.1 req/s  518.640 latency-µs/object	# POLL·3 C1·280 C1E·17206 C3·11355 C6·12460

# 2 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·2 10000	3227.9 req/s  619.593 latency-µs/object	# POLL·5 C1·181 C1E·23171 C3·13136 C6·19015
Benchmarkneo/go/fs1-zwrk.go·2 10000	3232.0 req/s  618.817 latency-µs/object	# POLL·1 C1·74 C1E·24130 C3·11755 C6·18925
Benchmarkneo/go/fs1-zwrk.go·2 10000	3218.6 req/s  621.398 latency-µs/object	# POLL·0 C1·110 C1E·23712 C3·12179 C6·19419
Benchmarkneo/go/fs1-zwrk.go·2 10000	3240.7 req/s  617.149 latency-µs/object	# POLL·0 C1·119 C1E·26973 C3·10944 C6·15934
Benchmarkneo/go/fs1-zwrk.go·2 10000	3274.8 req/s  610.727 latency-µs/object	# POLL·0 C1·105 C1E·26724 C3·10882 C6·16568

# 3 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·3 10000	5168.0 req/s  580.491 latency-µs/object	# POLL·1 C1·142 C1E·22073 C3·9282 C6·17060
Benchmarkneo/go/fs1-zwrk.go·3 10000	4802.2 req/s  624.710 latency-µs/object	# POLL·1 C1·126 C1E·21842 C3·10106 C6·17038
Benchmarkneo/go/fs1-zwrk.go·3 10000	4805.2 req/s  624.330 latency-µs/object	# POLL·0 C1·171 C1E·20187 C3·10094 C6·17305
Benchmarkneo/go/fs1-zwrk.go·3 10000	4827.5 req/s  621.442 latency-µs/object	# POLL·1 C1·181 C1E·20375 C3·9973 C6·17973
Benchmarkneo/go/fs1-zwrk.go·3 10000	4843.5 req/s  619.385 latency-µs/object	# POLL·2 C1·161 C1E·20065 C3·9887 C6·17576

# 4 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·4 10000	6598.3 req/s  606.217 latency-µs/object	# POLL·5 C1·288 C1E·18919 C3·8492 C6·16982
Benchmarkneo/go/fs1-zwrk.go·4 10000	6634.7 req/s  602.887 latency-µs/object	# POLL·1 C1·218 C1E·17828 C3·8864 C6·17242
Benchmarkneo/go/fs1-zwrk.go·4 10000	6572.2 req/s  608.627 latency-µs/object	# POLL·4 C1·231 C1E·17487 C3·8813 C6·16801
Benchmarkneo/go/fs1-zwrk.go·4 10000	6546.0 req/s  611.064 latency-µs/object	# POLL·2 C1·197 C1E·21492 C3·7402 C6·16104
Benchmarkneo/go/fs1-zwrk.go·4 10000	6537.0 req/s  611.899 latency-µs/object	# POLL·7 C1·355 C1E·17681 C3·8303 C6·16860

# 8 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·8 20000	13978.8 req/s  572.296 latency-µs/object	# POLL·8 C1·1121 C1E·62177 C3·24745 C6·14433
Benchmarkneo/go/fs1-zwrk.go·8 20000	13958.7 req/s  573.119 latency-µs/object	# POLL·8 C1·1326 C1E·63131 C3·23694 C6·14665
Benchmarkneo/go/fs1-zwrk.go·8 20000	13808.7 req/s  579.343 latency-µs/object	# POLL·11 C1·1488 C1E·63329 C3·23016 C6·15741
Benchmarkneo/go/fs1-zwrk.go·8 20000	13769.0 req/s  581.017 latency-µs/object	# POLL·9 C1·1268 C1E·62383 C3·22608 C6·15482
Benchmarkneo/go/fs1-zwrk.go·8 20000	14062.2 req/s  568.901 latency-µs/object	# POLL·8 C1·1368 C1E·62619 C3·24247 C6·15376

# 12 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·12 30000	22262.1 req/s  539.033 latency-µs/object	# POLL·11 C1·3180 C1E·88483 C3·20470 C6·8794
Benchmarkneo/go/fs1-zwrk.go·12 30000	22473.0 req/s  533.973 latency-µs/object	# POLL·8 C1·3049 C1E·88545 C3·20771 C6·8233
Benchmarkneo/go/fs1-zwrk.go·12 30000	22434.5 req/s  534.891 latency-µs/object	# POLL·13 C1·3303 C1E·90508 C3·20597 C6·7958
Benchmarkneo/go/fs1-zwrk.go·12 30000	22357.5 req/s  536.732 latency-µs/object	# POLL·13 C1·3978 C1E·88753 C3·20480 C6·8493
Benchmarkneo/go/fs1-zwrk.go·12 30000	22277.4 req/s  538.663 latency-µs/object	# POLL·8 C1·3182 C1E·89413 C3·20388 C6·7849

# 16 clients in parallel
Benchmarkneo/go/fs1-zwrk.go·16 50000	27645.0 req/s  578.766 latency-µs/object	# POLL·17 C1·5725 C1E·132421 C3·24390 C6·7149
Benchmarkneo/go/fs1-zwrk.go·16 50000	27646.1 req/s  578.743 latency-µs/object	# POLL·11 C1·5969 C1E·133817 C3·23621 C6·7361
Benchmarkneo/go/fs1-zwrk.go·16 50000	27610.5 req/s  579.490 latency-µs/object	# POLL·13 C1·5917 C1E·134892 C3·23497 C6·6976
Benchmarkneo/go/fs1-zwrk.go·16 50000	27597.0 req/s  579.773 latency-µs/object	# POLL·16 C1·8251 C1E·130258 C3·26122 C6·7787
Benchmarkneo/go/fs1-zwrk.go·16 50000	27658.6 req/s  578.482 latency-µs/object	# POLL·14 C1·8521 C1E·131688 C3·25173 C6·7490
2018/03/05 15:46:36 accept tcp 192.168.0.2:5554: use of closed network connection
2018-03-05 15:46:36.0012 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go fs1 (sha1 disabled on: storage, client)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 2127 466.1 µs/object	# crc32:14640593  nread=8540363  t=991.88849ms
# POLL·0 C1·22 C1E·8276 C3·1125 C6·4286
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 2127 618.4 µs/object	# crc32:14640593  nread=8540363  t=1.315919598s
# POLL·0 C1·34 C1E·2890 C3·3890 C6·4528
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 2127 625.8 µs/object	# crc32:14640593  nread=8540363  t=1.331808245s
# POLL·0 C1·41 C1E·2811 C3·4091 C6·4350
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 2127 629.5 µs/object	# crc32:14640593  nread=8540363  t=1.339672395s
# POLL·2 C1·41 C1E·2682 C3·4045 C6·4445
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go(!sha1) 2127 628.1 µs/object	# crc32:14640593  nread=8540363  t=1.336653883s
# POLL·0 C1·24 C1E·2570 C3·4128 C6·4325
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 2127 48.9 µs/object	# crc32:14640593  nread=8540363  t=104.06477ms
# POLL·1 C1·406 C1E·2989 C3·187 C6·384
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 2127 54.0 µs/object	# crc32:14640593  nread=8540363  t=114.986791ms
# POLL·0 C1·397 C1E·3132 C3·227 C6·448
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 2127 52.7 µs/object	# crc32:14640593  nread=8540363  t=112.210518ms
# POLL·2 C1·386 C1E·3252 C3·202 C6·420
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 2127 54.2 µs/object	# crc32:14640593  nread=8540363  t=115.413752ms
# POLL·1 C1·332 C1E·3218 C3·162 C6·603
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zhash.go+prefetch128(!sha1) 2127 53.2 µs/object	# crc32:14640593  nread=8540363  t=113.179816ms
# POLL·1 C1·517 C1E·2994 C3·166 C6·641

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·1 5000	1685.1 req/s  593.443 latency-µs/object
# POLL·0 C1·128 C1E·13691 C3·12337 C6·14228
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·1 5000	2656.5 req/s  376.433 latency-µs/object
# POLL·1 C1·65 C1E·19244 C3·9120 C6·10756
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·1 3000	2622.7 req/s  381.282 latency-µs/object
# POLL·1 C1·87 C1E·14928 C3·7005 C6·8621
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·1 5000	1658.8 req/s  602.855 latency-µs/object
# POLL·2 C1·78 C1E·11305 C3·13025 C6·14135
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·1 5000	1969.2 req/s  507.829 latency-µs/object
# POLL·1 C1·80 C1E·16150 C3·10853 C6·14455

# 2 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·2 10000	3192.4 req/s  626.491 latency-µs/object
# POLL·0 C1·75 C1E·15609 C3·13693 C6·19609
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·2 10000	3277.6 req/s  610.195 latency-µs/object
# POLL·3 C1·147 C1E·15342 C3·13627 C6·19652
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·2 10000	3407.6 req/s  586.930 latency-µs/object
# POLL·2 C1·104 C1E·19907 C3·12793 C6·17477
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·2 10000	3214.4 req/s  622.199 latency-µs/object
# POLL·1 C1·90 C1E·16267 C3·13409 C6·19638
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·2 10000	3216.4 req/s  621.817 latency-µs/object
# POLL·1 C1·129 C1E·16174 C3·13595 C6·19913

# 3 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·3 10000	4794.8 req/s  625.679 latency-µs/object
# POLL·1 C1·90 C1E·12913 C3·11226 C6·18056
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·3 10000	4793.4 req/s  625.858 latency-µs/object
# POLL·1 C1·143 C1E·13968 C3·11094 C6·18335
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·3 10000	4804.4 req/s  624.427 latency-µs/object
# POLL·0 C1·88 C1E·13112 C3·10998 C6·18748
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·3 10000	4795.8 req/s  625.551 latency-µs/object
# POLL·1 C1·92 C1E·13378 C3·10889 C6·18861
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·3 10000	4802.0 req/s  624.745 latency-µs/object
# POLL·0 C1·137 C1E·13223 C3·11025 C6·19160

# 4 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·4 10000	6568.8 req/s  608.940 latency-µs/object
# POLL·4 C1·231 C1E·14244 C3·9312 C6·16790
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·4 10000	6565.4 req/s  609.250 latency-µs/object
# POLL·6 C1·220 C1E·13841 C3·9107 C6·17364
E0305 15:47:51.915535    5290 storage.go:525] storage(192.168.0.2:5554): accept: serve 192.168.0.2:5554 - 192.168.0.6:33982: 192.168.0.2:5554 - 192.168.0.6:33982: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·4 10000	6572.9 req/s  608.558 latency-µs/object
# POLL·3 C1·162 C1E·13233 C3·9257 C6·17624
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·4 10000	6561.2 req/s  609.641 latency-µs/object
# POLL·10 C1·353 C1E·15366 C3·9250 C6·16235
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·4 10000	6549.2 req/s  610.765 latency-µs/object
# POLL·13 C1·456 C1E·17772 C3·8786 C6·16302

# 8 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·8 20000	13238.7 req/s  604.290 latency-µs/object
# POLL·0 C1·772 C1E·54602 C3·23775 C6·17364
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·8 20000	13134.2 req/s  609.097 latency-µs/object
# POLL·2 C1·879 C1E·52925 C3·23361 C6·17560
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·8 20000	13209.3 req/s  605.634 latency-µs/object
# POLL·6 C1·900 C1E·53814 C3·23255 C6·17672
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·8 20000	13206.8 req/s  605.747 latency-µs/object
# POLL·7 C1·895 C1E·55557 C3·22167 C6·16853
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·8 20000	13176.0 req/s  607.164 latency-µs/object
# POLL·6 C1·823 C1E·53043 C3·23581 C6·17424

# 12 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·12 30000	21444.0 req/s  559.597 latency-µs/object
# POLL·6 C1·1500 C1E·78945 C3·27142 C6·9759
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·12 30000	21196.8 req/s  566.124 latency-µs/object
# POLL·4 C1·1932 C1E·82695 C3·25168 C6·9082
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·12 30000	21465.8 req/s  559.028 latency-µs/object
# POLL·7 C1·1400 C1E·79856 C3·26398 C6·9289
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·12 30000	21455.9 req/s  559.285 latency-µs/object
# POLL·8 C1·1616 C1E·81802 C3·25519 C6·9215
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·12 30000	21290.6 req/s  563.628 latency-µs/object
# POLL·4 C1·1464 C1E·82478 C3·24965 C6·9032

# 16 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·16 50000	27430.1 req/s  583.302 latency-µs/object
# POLL·10 C1·3400 C1E·122177 C3·30922 C6·7292
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·16 50000	27470.2 req/s  582.449 latency-µs/object
# POLL·16 C1·3633 C1E·119934 C3·32203 C6·8438
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·16 50000	27524.2 req/s  581.306 latency-µs/object
# POLL·12 C1·3610 C1E·120469 C3·31751 C6·7965
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·16 50000	27429.2 req/s  583.319 latency-µs/object
# POLL·18 C1·3757 C1E·122628 C3·30246 C6·8092
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/fs1(!sha1)-zwrk.go(!sha1)·16 50000	27529.4 req/s  581.197 latency-µs/object
# POLL·14 C1·3719 C1E·121701 C3·30478 C6·7565
2018/03/05 15:48:57 accept tcp 192.168.0.2:5554: use of closed network connection
2018-03-05 15:48:57.9258 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite
Connection to None lost
Benchmarkneo/go/sqlite-zhash.py 2127 672.5 µs/object	# crc32:14640593  nread=8540363  t=1.431s
# POLL·0 C1·161 C1E·10329 C3·445 C6·2539
Benchmarkneo/go/sqlite-zhash.py 2127 639.2 µs/object	# crc32:14640593  nread=8540363  t=1.360s	# POLL·1 C1·376 C1E·6546 C3·3267 C6·2937
Benchmarkneo/go/sqlite-zhash.py 2127 650.1 µs/object	# crc32:14640593  nread=8540363  t=1.383s	# POLL·1 C1·259 C1E·8958 C3·570 C6·2741
Benchmarkneo/go/sqlite-zhash.py 2127 642.5 µs/object	# crc32:14640593  nread=8540363  t=1.367s	# POLL·0 C1·764 C1E·9792 C3·124 C6·3056
Benchmarkneo/go/sqlite-zhash.py 2127 644.9 µs/object	# crc32:14640593  nread=8540363  t=1.372s	# POLL·0 C1·11408 C1E·5403 C3·786 C6·2393

Benchmarkneo/go/sqlite-zhash.go 2127 631.1 µs/object	# crc32:14640593  nread=8540363  t=1.342908661s	# POLL·1 C1·43 C1E·2824 C3·4048 C6·4563
Benchmarkneo/go/sqlite-zhash.go 2127 628.9 µs/object	# crc32:14640593  nread=8540363  t=1.338383169s	# POLL·0 C1·19 C1E·2910 C3·4044 C6·4423
Benchmarkneo/go/sqlite-zhash.go 2127 627.5 µs/object	# crc32:14640593  nread=8540363  t=1.335314138s	# POLL·0 C1·31 C1E·3022 C3·4062 C6·4349
Benchmarkneo/go/sqlite-zhash.go 2127 623.4 µs/object	# crc32:14640593  nread=8540363  t=1.326519541s	# POLL·1 C1·42 C1E·3059 C3·3979 C6·4612
Benchmarkneo/go/sqlite-zhash.go 2127 632.9 µs/object	# crc32:14640593  nread=8540363  t=1.346766536s	# POLL·0 C1·26 C1E·2873 C3·4027 C6·4489
Benchmarkneo/go/sqlite-zhash.go+prefetch128 2127 50.8 µs/object	# crc32:14640593  nread=8540363  t=108.015452ms	# POLL·3 C1·291 C1E·3329 C3·160 C6·510
Benchmarkneo/go/sqlite-zhash.go+prefetch128 2127 55.0 µs/object	# crc32:14640593  nread=8540363  t=117.047674ms	# POLL·7 C1·472 C1E·3495 C3·191 C6·530
Benchmarkneo/go/sqlite-zhash.go+prefetch128 2127 71.0 µs/object	# crc32:14640593  nread=8540363  t=151.009398ms	# POLL·6 C1·480 C1E·3789 C3·328 C6·642
Benchmarkneo/go/sqlite-zhash.go+prefetch128 2127 57.9 µs/object	# crc32:14640593  nread=8540363  t=123.278497ms	# POLL·1 C1·499 C1E·3794 C3·243 C6·642
Benchmarkneo/go/sqlite-zhash.go+prefetch128 2127 52.1 µs/object	# crc32:14640593  nread=8540363  t=110.874525ms	# POLL·6 C1·580 C1E·3688 C3·236 C6·493

# 1 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·1 3000	1593.7 req/s  627.477 latency-µs/object	# POLL·1 C1·79 C1E·11350 C3·9663 C6·10888
Benchmarkneo/go/sqlite-zwrk.go·1 3000	1591.8 req/s  628.227 latency-µs/object	# POLL·1 C1·97 C1E·7905 C3·9686 C6·10918
Benchmarkneo/go/sqlite-zwrk.go·1 3000	1617.6 req/s  618.186 latency-µs/object	# POLL·0 C1·65 C1E·7902 C3·9987 C6·10761
Benchmarkneo/go/sqlite-zwrk.go·1 3000	1614.2 req/s  619.497 latency-µs/object	# POLL·3 C1·89 C1E·6452 C3·9948 C6·10883
Benchmarkneo/go/sqlite-zwrk.go·1 3000	1597.8 req/s  625.848 latency-µs/object	# POLL·1 C1·51 C1E·9231 C3·9861 C6·10863

# 2 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·2 5000	3329.1 req/s  600.770 latency-µs/object	# POLL·0 C1·108 C1E·16968 C3·7147 C6·10762
Benchmarkneo/go/sqlite-zwrk.go·2 10000	3343.0 req/s  598.260 latency-µs/object	# POLL·1 C1·132 C1E·29040 C3·11029 C6·19423
Benchmarkneo/go/sqlite-zwrk.go·2 10000	3330.4 req/s  600.535 latency-µs/object	# POLL·1 C1·137 C1E·31915 C3·10386 C6·15864
Benchmarkneo/go/sqlite-zwrk.go·2 5000	3367.9 req/s  593.848 latency-µs/object	# POLL·0 C1·102 C1E·20204 C3·7815 C6·10885
Benchmarkneo/go/sqlite-zwrk.go·2 10000	3307.0 req/s  604.771 latency-µs/object	# POLL·1 C1·87 C1E·30874 C3·9786 C6·16267

# 3 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·3 10000	4930.8 req/s  608.418 latency-µs/object	# POLL·0 C1·141 C1E·29364 C3·9303 C6·16456
Benchmarkneo/go/sqlite-zwrk.go·3 10000	4901.9 req/s  612.014 latency-µs/object	# POLL·3 C1·173 C1E·30118 C3·9513 C6·15700
