>>> bench-local
# Wed, 28 Feb 2018 11:14:55 +0200
# neotest@z6001.ivan.nexedi.com (2401:5180:0:6f::1 192.168.0.16)
# Linux z6001-COMP-2784 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-23]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-23]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: ADATA SU800       rev 8BS  119,2G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz6001-COMP-2784/pystone 1 112206 pystone/s	# POLL·0 C1·96 C1E·1 C3·23 C6·396
Benchmarkz6001-COMP-2784/pystone 1 114783 pystone/s	# POLL·0 C1·89 C1E·0 C3·15 C6·461
Benchmarkz6001-COMP-2784/pystone 1 114558 pystone/s	# POLL·1 C1·87 C1E·7 C3·27 C6·490
Benchmarkz6001-COMP-2784/pystone 1 113271 pystone/s	# POLL·0 C1·80 C1E·0 C3·17 C6·389
Benchmarkz6001-COMP-2784/pystone 1 115634 pystone/s	# POLL·0 C1·74 C1E·3 C3·19 C6·468
Benchmarkz6001-COMP-2784/neo/go/sqlite/zhash.go+prefetch128 2127 38.0 µs/object	# crc32:14640593  nread=8540363  t=80.881593ms	# POLL·44 C1·3942 C1E·4933 C3·771 C6·628
Benchmarkz6001-COMP-2784/neo/go/sqlite/zhash.go+prefetch128 2127 39.5 µs/object	# crc32:14640593  nread=8540363  t=84.079205ms	# POLL·33 C1·3950 C1E·4913 C3·734 C6·718

# 1 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-1 10000	4803.1 req/s  208.198 latency-µs/object	# POLL·13 C1·626 C1E·91301 C3·33924 C6·10837
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-1 10000	4610.7 req/s  216.888 latency-µs/object	# POLL·10 C1·616 C1E·85560 C3·34541 C6·13297
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-1 10000	5513.7 req/s  181.368 latency-µs/object	# POLL·18 C1·1329 C1E·97396 C3·25698 C6·9489
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-1 10000	4354.1 req/s  229.670 latency-µs/object	# POLL·17 C1·563 C1E·80567 C3·41441 C6·14772
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-1 10000	4487.2 req/s  222.854 latency-µs/object	# POLL·10 C1·806 C1E·85608 C3·31534 C6·19862

# 2 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-2 20000	12159.2 req/s  164.485 latency-µs/object	# POLL·84 C1·10910 C1E·160650 C3·32577 C6·16455
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-2 20000	12006.3 req/s  166.580 latency-µs/object	# POLL·92 C1·9784 C1E·162689 C3·28328 C6·21062
E0228 11:41:20.252250   22061 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:33950: 192.168.0.16:5554 - 192.168.0.16:33950: accept: node link is not listening for incoming connections
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-2 20000	11878.5 req/s  168.372 latency-µs/object	# POLL·82 C1·10554 C1E·163315 C3·28451 C6·20464
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-2 20000	12000.5 req/s  166.660 latency-µs/object	# POLL·86 C1·10271 C1E·163702 C3·20493 C6·20554
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-2 20000	12045.6 req/s  166.036 latency-µs/object	# POLL·93 C1·10311 C1E·161156 C3·31597 C6·20533

# 4 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-4 30000	24806.0 req/s  161.251 latency-µs/object	# POLL·136 C1·19921 C1E·116757 C3·19453 C6·11540
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-4 30000	24709.5 req/s  161.881 latency-µs/object	# POLL·119 C1·19199 C1E·117500 C3·14733 C6·14120
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-4 30000	24702.3 req/s  161.928 latency-µs/object	# POLL·113 C1·20034 C1E·114264 C3·21663 C6·10405
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-4 30000	24686.2 req/s  162.034 latency-µs/object	# POLL·154 C1·19826 C1E·118741 C3·20713 C6·10252
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-4 50000	24774.4 req/s  161.457 latency-µs/object	# POLL·188 C1·28970 C1E·161381 C3·26733 C6·16667

# 8 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-8 100000	44509.6 req/s  179.737 latency-µs/object	# POLL·755 C1·29725 C1E·252977 C3·28364 C6·11031
E0228 11:41:45.927035   22061 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:34164: 192.168.0.16:5554 - 192.168.0.16:34164: accept: node link is not listening for incoming connections
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-8 100000	44699.4 req/s  178.973 latency-µs/object	# POLL·849 C1·30969 C1E·251171 C3·31648 C6·8431
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-8 100000	44999.9 req/s  177.778 latency-µs/object	# POLL·776 C1·30671 C1E·256338 C3·22534 C6·7944
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-8 100000	44742.5 req/s  178.801 latency-µs/object	# POLL·756 C1·30522 C1E·253061 C3·26878 C6·11319
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-8 100000	44855.0 req/s  178.353 latency-µs/object	# POLL·769 C1·30621 C1E·253817 C3·26570 C6·9217

# 16 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-16 100000	57810.4 req/s  276.767 latency-µs/object	# POLL·5251 C1·92472 C1E·126630 C3·14112 C6·3970
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-16 100000	58037.0 req/s  275.686 latency-µs/object	# POLL·5227 C1·90371 C1E·126783 C3·12671 C6·3899
E0228 11:42:08.012804   22061 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:34474: 192.168.0.16:5554 - 192.168.0.16:34474: accept: node link is not listening for incoming connections
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-16 100000	58400.3 req/s  273.971 latency-µs/object	# POLL·5195 C1·90293 C1E·123400 C3·11277 C6·4014
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-16 100000	58088.5 req/s  275.442 latency-µs/object	# POLL·5207 C1·89893 C1E·125545 C3·11119 C6·2813
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-16 100000	58409.8 req/s  273.926 latency-µs/object	# POLL·5093 C1·89640 C1E·120148 C3·18134 C6·3192

# 24 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-24 100000	54009.1 req/s  444.369 latency-µs/object	# POLL·4627 C1·72523 C1E·94479 C3·22955 C6·3676
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-24 100000	55139.5 req/s  435.260 latency-µs/object	# POLL·4448 C1·69218 C1E·92483 C3·17019 C6·4384
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-24 100000	55759.4 req/s  430.421 latency-µs/object	# POLL·4406 C1·69057 C1E·92609 C3·18284 C6·4137
E0228 11:42:34.135253   22061 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:35030: 192.168.0.16:5554 - 192.168.0.16:35030: accept: node link is not listening for incoming connections
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-24 100000	56253.6 req/s  426.640 latency-µs/object	# POLL·4337 C1·67587 C1E·92120 C3·17515 C6·4904
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-24 100000	56456.3 req/s  425.107 latency-µs/object	# POLL·4316 C1·68114 C1E·93287 C3·15190 C6·3754

# 36 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-36 100000	52026.4 req/s  691.956 latency-µs/object	# POLL·3712 C1·54981 C1E·85225 C3·21445 C6·5361
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-36 100000	53412.9 req/s  673.995 latency-µs/object	# POLL·3238 C1·48815 C1E·74992 C3·27860 C6·2686
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-36 100000	52979.9 req/s  679.502 latency-µs/object	# POLL·3397 C1·50942 C1E·76850 C3·21665 C6·7475
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-36 100000	54123.7 req/s  665.144 latency-µs/object	# POLL·3300 C1·48332 C1E·77657 C3·21537 C6·3181
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-36 100000	54945.4 req/s  655.196 latency-µs/object	# POLL·3236 C1·48298 C1E·75988 C3·21280 C6·3582

# 48 clients in parallel
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-48 100000	54121.0 req/s  886.902 latency-µs/object	# POLL·2751 C1·41147 C1E·72655 C3·20018 C6·3462
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-48 100000	55168.1 req/s  870.068 latency-µs/object	# POLL·2581 C1·38223 C1E·66816 C3·22923 C6·7598
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-48 100000	55978.3 req/s  857.475 latency-µs/object	# POLL·2614 C1·39282 C1E·68741 C3·21398 C6·3586
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-48 100000	55639.3 req/s  862.699 latency-µs/object	# POLL·2613 C1·37909 C1E·68518 C3·18294 C6·4558
Benchmarkz6001-COMP-2784/neo/go/sqlite/zwrk.go-48 100000	55870.1 req/s  859.136 latency-µs/object	# POLL·2526 C1·37599 C1E·64901 C3·22994 C6·6683
2018/02/28 11:43:43 accept tcp 192.168.0.16:5554: use of closed network connection
2018-02-28 11:43:43.5046 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go 2127 184.7 µs/object	# crc32:14640593  nread=8540363  t=393.099344ms
# POLL·4 C1·606 C1E·16858 C3·3912 C6·2708
E0228 11:43:45.541563   26027 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:36920: 192.168.0.16:5554 - 192.168.0.16:36920: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go 2127 143.7 µs/object	# crc32:14640593  nread=8540363  t=305.745924ms
# POLL·3 C1·438 C1E·18019 C3·2159 C6·1856
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go 2127 169.6 µs/object	# crc32:14640593  nread=8540363  t=360.846744ms
# POLL·7 C1·277 C1E·16340 C3·3937 C6·2265
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go 2127 158.6 µs/object	# crc32:14640593  nread=8540363  t=337.443349ms
# POLL·7 C1·221 C1E·18135 C3·2954 C6·1667
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go 2127 178.1 µs/object	# crc32:14640593  nread=8540363  t=379.050778ms
# POLL·8 C1·242 C1E·17403 C3·3622 C6·2680
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 36.7 µs/object	# crc32:14640593  nread=8540363  t=78.171452ms
# POLL·77 C1·4612 C1E·5053 C3·739 C6·652
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 38.8 µs/object	# crc32:14640593  nread=8540363  t=82.532212ms
# POLL·60 C1·4510 C1E·5147 C3·714 C6·770
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 36.8 µs/object	# crc32:14640593  nread=8540363  t=78.339096ms
# POLL·65 C1·4619 C1E·5077 C3·877 C6·580
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 38.0 µs/object	# crc32:14640593  nread=8540363  t=80.794054ms
# POLL·64 C1·4526 C1E·5294 C3·751 C6·775
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 40.3 µs/object	# crc32:14640593  nread=8540363  t=85.714738ms
# POLL·46 C1·4215 C1E·5605 C3·757 C6·769

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-1 10000	5160.9 req/s  193.764 latency-µs/object
# POLL·13 C1·830 C1E·89845 C3·28953 C6·12859
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-1 10000	5237.5 req/s  190.931 latency-µs/object
# POLL·13 C1·1300 C1E·81075 C3·34023 C6·12013
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-1 10000	5887.3 req/s  169.857 latency-µs/object
# POLL·11 C1·1032 C1E·93201 C3·21683 C6·14099
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-1 10000	5366.9 req/s  186.327 latency-µs/object
# POLL·17 C1·849 C1E·85957 C3·33924 C6·8848
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-1 10000	5344.9 req/s  187.093 latency-µs/object
# POLL·13 C1·623 C1E·93420 C3·23181 C6·12880

# 2 clients in parallel
E0228 11:44:02.073162   26027 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:37004: 192.168.0.16:5554 - 192.168.0.16:37004: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-2 20000	12931.4 req/s  154.663 latency-µs/object
# POLL·113 C1·12169 C1E·140165 C3·40496 C6·16758
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-2 20000	13008.0 req/s  153.751 latency-µs/object
# POLL·105 C1·13095 C1E·141377 C3·32807 C6·20562
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-2 20000	12671.1 req/s  157.839 latency-µs/object
# POLL·95 C1·12212 C1E·138133 C3·36781 C6·20154
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-2 20000	13174.6 req/s  151.807 latency-µs/object
# POLL·103 C1·13538 C1E·142343 C3·26954 C6·23583
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-2 20000	12922.8 req/s  154.765 latency-µs/object
# POLL·126 C1·13442 C1E·139731 C3·31172 C6·20486

# 4 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-4 50000	26876.0 req/s  148.831 latency-µs/object
# POLL·262 C1·36755 C1E·162514 C3·25937 C6·20552
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-4 50000	26970.6 req/s  148.310 latency-µs/object
# POLL·301 C1·36502 C1E·162209 C3·25002 C6·20456
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27112.2 req/s  147.535 latency-µs/object
# POLL·273 C1·38337 C1E·160723 C3·31031 C6·12684
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27058.1 req/s  147.830 latency-µs/object
# POLL·290 C1·37208 C1E·158579 C3·25651 C6·20219
E0228 11:44:26.843999   26027 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:37150: 192.168.0.16:5554 - 192.168.0.16:37150: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27027.5 req/s  147.997 latency-µs/object
# POLL·303 C1·36538 C1E·160383 C3·32741 C6·15069

# 8 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-8 100000	48105.4 req/s  166.301 latency-µs/object
# POLL·838 C1·46073 C1E·217933 C3·33735 C6·10335
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-8 100000	48412.9 req/s  165.245 latency-µs/object
# POLL·820 C1·45592 C1E·217977 C3·31058 C6·10642
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-8 100000	48460.7 req/s  165.082 latency-µs/object
# POLL·805 C1·45701 C1E·216409 C3·31530 C6·12079
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-8 100000	48316.8 req/s  165.574 latency-µs/object
# POLL·827 C1·46034 C1E·220321 C3·27057 C6·14192
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-8 100000	48386.1 req/s  165.337 latency-µs/object
# POLL·761 C1·44609 C1E·213261 C3·29675 C6·15916

# 16 clients in parallel
E0228 11:44:45.980617   26027 storage.go:522] storage(192.168.0.16:5554): accept: serve 192.168.0.16:5554 - 192.168.0.16:37402: 192.168.0.16:5554 - 192.168.0.16:37402: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-16 100000	61245.6 req/s  261.243 latency-µs/object
# POLL·5444 C1·100687 C1E·113065 C3·11309 C6·4479
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-16 100000	61788.4 req/s  258.948 latency-µs/object
# POLL·5477 C1·100303 C1E·108605 C3·14866 C6·5104
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-16 100000	61929.4 req/s  258.359 latency-µs/object
# POLL·5384 C1·101099 C1E·108822 C3·12315 C6·4562
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-16 100000	61766.1 req/s  259.042 latency-µs/object
# POLL·5520 C1·99642 C1E·106710 C3·12465 C6·5763
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-16 100000	61909.3 req/s  258.443 latency-µs/object
# POLL·5244 C1·99519 C1E·108628 C3·13074 C6·4897

# 24 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-24 100000	54897.5 req/s  437.179 latency-µs/object
# POLL·5005 C1·79857 C1E·87681 C3·17259 C6·3832
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-24 100000	55289.6 req/s  434.078 latency-µs/object
# POLL·5062 C1·79419 C1E·84389 C3·17485 C6·4015
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-24 100000	56398.8 req/s  425.541 latency-µs/object
# POLL·5198 C1·80221 C1E·81349 C3·17117 C6·5588
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-24 100000	56384.1 req/s  425.652 latency-µs/object
# POLL·4896 C1·76568 C1E·78295 C3·18458 C6·5452
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-24 100000	56403.5 req/s  425.505 latency-µs/object
# POLL·5066 C1·78388 C1E·83074 C3·20250 C6·2856

# 36 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-36 100000	52373.9 req/s  687.365 latency-µs/object
# POLL·3562 C1·57100 C1E·69766 C3·27204 C6·3434
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-36 100000	53948.4 req/s  667.304 latency-µs/object
# POLL·3456 C1·54292 C1E·68192 C3·24937 C6·5498
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-36 100000	53994.1 req/s  666.739 latency-µs/object
# POLL·3458 C1·53452 C1E·63766 C3·26816 C6·5854
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-36 100000	54709.1 req/s  658.025 latency-µs/object
# POLL·3447 C1·52192 C1E·63779 C3·28130 C6·4198
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-36 100000	55061.5 req/s  653.815 latency-µs/object
# POLL·3392 C1·52510 C1E·68582 C3·23724 C6·3124

# 48 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-48 100000	56189.7 req/s  854.249 latency-µs/object
# POLL·2699 C1·41382 C1E·61800 C3·25913 C6·4735
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-48 100000	56278.3 req/s  852.904 latency-µs/object
# POLL·2610 C1·40452 C1E·60317 C3·25139 C6·3611
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-48 100000	56889.9 req/s  843.736 latency-µs/object
# POLL·2613 C1·40197 C1E·59295 C3·24151 C6·4055
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-48 100000	56714.8 req/s  846.340 latency-µs/object
# POLL·2533 C1·39115 C1E·58700 C3·23645 C6·5034
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz6001-COMP-2784/neo/go/sqlite(!sha1)/zwrk.go-48 100000	57206.9 req/s  839.060 latency-µs/object
# POLL·2494 C1·40059 C1E·57307 C3·23185 C6·5774
2018/02/28 11:46:22 accept tcp 192.168.0.16:5554: use of closed network connection
2018-02-28 11:46:22.1007 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

dataset:	prod1-1024

*** generating fs1 data...
/home/neotest/2/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575171229 seconds in the future

*** generating sqlite data...
2018-02-28 11:46:40.2551 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-02-28 11:46:40 140397565844864 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 29825 ...
2018-02-28 11:46:44 140045220990336 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 29854 ...
2018-02-28 11:46:47 140281481727360 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 29883 ...
2018-02-28 11:46:50 139825260133760 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 29910 ...
2018-02-28 11:47:05.0524 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
/home/neotest/2/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575171186 seconds in the future
Benchmarkz6001-COMP-2784/fs1/zhash.py 3789 30.4 µs/object	# crc32:a50b90dc  nread=4905351  t=0.115s
# POLL·0 C1·91 C1E·5 C3·24 C6·665
/home/neotest/2/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575171186 seconds in the future
Benchmarkz6001-COMP-2784/fs1/zhash.py 3789 30.4 µs/object	# crc32:a50b90dc  nread=4905351  t=0.115s
# POLL·0 C1·101 C1E·1 C3·14 C6·549
/home/neotest/2/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575171185 seconds in the future
Benchmarkz6001-COMP-2784/fs1/zhash.py 3789 30.0 µs/object	# crc32:a50b90dc  nread=4905351  t=0.114s
# POLL·0 C1·95 C1E·0 C3·19 C6·626
/home/neotest/2/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575171185 seconds in the future
Benchmarkz6001-COMP-2784/fs1/zhash.py 3789 30.7 µs/object	# crc32:a50b90dc  nread=4905351  t=0.116s
# POLL·0 C1·87 C1E·6 C3·15 C6·727
/home/neotest/2/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575171184 seconds in the future
Benchmarkz6001-COMP-2784/fs1/zhash.py 3789 30.7 µs/object	# crc32:a50b90dc  nread=4905351  t=0.116s
# POLL·1 C1·77 C1E·2 C3·20 C6·893

Benchmarkz6001-COMP-2784/fs1/zhash.go 3789 4.5 µs/object	# crc32:a50b90dc  nread=4905351  t=16.946093ms	# POLL·2 C1·116 C1E·57 C3·28 C6·308
