>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 13:41:28 +0100
xnode:	test@neo1.kirr.nexedi.com (2001:67c:1254:e:d4::1 (+ 1·ipv6) 192.168.102.20)
uname:	Linux neo1 4.12.0-2-amd64 #1 SMP Debian 4.12.13-1 (2017-09-19) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7 CPU         860  @ 2.80GHz
cpu/[0-7]/freq: acpi-cpufreq/performance [2.80GHz - 2.80GHz]
cpu/[0-7]/idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
WARNING: cpu: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
disk/sda: INTEL SSDSA2M080  rev 02HD 74.5G
nic/eth0: Realtek Semiconductor Co., Ltd. RTL8111/8168/8411 PCI Express Gigabit Ethernet Controller rev 03
nic/eth0/features: rx !tx !sg !tso !ufo !gso gro !lro rxvlan txvlan !ntuple !rxhash ...
nic/eth0/coalesce: rxc: 200μs/4f/0μs-irq/0f-irq,  txc: 200μs/4f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/eth0: TSO not enabled - TCP latency with packets > MSS will be poor
WARNING: nic/eth0: RX coalesce latency is max 200μs - that will add to networked request-reply latency
sw/python:          Python 2.7.14+
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8-1589-g7c21fb9
sw/zodb:            5.3.0
sw/zeo:             5.1.1
sw/mysqlclient:     1.3.12
sw/wendelin.core:   0.11

*** cpu:

node:	neo1
cluster:
Benchmarkpystone 1 106105 pystone/s	# POLL·0 C1·1 C1E·1 C3·25 C6·256
Benchmarkpystone 1 106135 pystone/s	# POLL·0 C1·8 C1E·0 C3·37 C6·187
Benchmarkpystone 1 106913 pystone/s	# POLL·0 C1·7 C1E·6 C3·36 C6·285
Benchmarkpystone 1 106176 pystone/s	# POLL·0 C1·5 C1E·1 C3·21 C6·197
Benchmarkpystone 1 105523 pystone/s	# POLL·0 C1·13 C1E·0 C3·32 C6·218
Benchmarkneo/go/sqlite-zwrk.go·1 10000	8128.1 req/s  123.030 latency-µs/object	# POLL·54 C1·3663 C1E·109239 C3·10870 C6·2924
Benchmarkneo/go/sqlite-zwrk.go·1 10000	8161.4 req/s  122.527 latency-µs/object	# POLL·92 C1·3258 C1E·109391 C3·13187 C6·1307
Benchmarkneo/go/sqlite-zwrk.go·1 10000	8118.2 req/s  123.180 latency-µs/object	# POLL·50 C1·3282 C1E·110933 C3·9858 C6·2994
Benchmarkneo/go/sqlite-zwrk.go·1 10000	8118.8 req/s  123.170 latency-µs/object	# POLL·59 C1·3198 C1E·109202 C3·12686 C6·1549

# 2 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·2 20000	14939.0 req/s  133.878 latency-µs/object	# POLL·400 C1·29650 C1E·154834 C3·8699 C6·1010
Benchmarkneo/go/sqlite-zwrk.go·2 20000	14902.4 req/s  134.207 latency-µs/object	# POLL·367 C1·28226 C1E·154222 C3·9961 C6·962
Benchmarkneo/go/sqlite-zwrk.go·2 20000	14964.7 req/s  133.648 latency-µs/object	# POLL·330 C1·28985 C1E·153187 C3·8588 C6·1853
Benchmarkneo/go/sqlite-zwrk.go·2 20000	14960.2 req/s  133.688 latency-µs/object	# POLL·387 C1·29229 C1E·154488 C3·9893 C6·583
Benchmarkneo/go/sqlite-zwrk.go·2 20000	14980.6 req/s  133.506 latency-µs/object	# POLL·362 C1·28325 C1E·154182 C3·7770 C6·2769

# 3 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·3 30000	20772.5 req/s  144.422 latency-µs/object	# POLL·706 C1·45618 C1E·122110 C3·5468 C6·136
Benchmarkneo/go/sqlite-zwrk.go·3 30000	20960.8 req/s  143.124 latency-µs/object	# POLL·723 C1·45843 C1E·121896 C3·4158 C6·1140
Benchmarkneo/go/sqlite-zwrk.go·3 30000	20779.3 req/s  144.375 latency-µs/object	# POLL·726 C1·44825 C1E·121050 C3·5623 C6·285
Benchmarkneo/go/sqlite-zwrk.go·3 30000	20898.7 req/s  143.550 latency-µs/object	# POLL·650 C1·44114 C1E·122052 C3·4256 C6·1082
Benchmarkneo/go/sqlite-zwrk.go·3 30000	20608.9 req/s  145.568 latency-µs/object	# POLL·1523 C1·72739 C1E·157206 C3·5971 C6·731

# 4 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·4 50000	24881.1 req/s  160.764 latency-µs/object	# POLL·2229 C1·76033 C1E·124121 C3·2935 C6·178
Benchmarkneo/go/sqlite-zwrk.go·4 50000	24891.0 req/s  160.701 latency-µs/object	# POLL·2051 C1·75092 C1E·124947 C3·2511 C6·714
Benchmarkneo/go/sqlite-zwrk.go·4 50000	24876.1 req/s  160.797 latency-µs/object	# POLL·1975 C1·74930 C1E·125336 C3·2252 C6·881
Benchmarkneo/go/sqlite-zwrk.go·4 50000	24938.0 req/s  160.398 latency-µs/object	# POLL·2220 C1·77459 C1E·123300 C3·3463 C6·174
Benchmarkneo/go/sqlite-zwrk.go·4 50000	24955.6 req/s  160.285 latency-µs/object	# POLL·2106 C1·74258 C1E·125346 C3·2537 C6·391

# 8 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·8 50000	31602.7 req/s  253.143 latency-µs/object	# POLL·2370 C1·50573 C1E·44991 C3·2595 C6·616
Benchmarkneo/go/sqlite-zwrk.go·8 50000	31438.7 req/s  254.464 latency-µs/object	# POLL·2095 C1·48806 C1E·46604 C3·2563 C6·381
Benchmarkneo/go/sqlite-zwrk.go·8 50000	31674.3 req/s  252.571 latency-µs/object	# POLL·2160 C1·49646 C1E·45342 C3·2515 C6·394
Benchmarkneo/go/sqlite-zwrk.go·8 50000	31762.3 req/s  251.871 latency-µs/object	# POLL·2180 C1·49363 C1E·46632 C3·1822 C6·931
Benchmarkneo/go/sqlite-zwrk.go·8 50000	31934.0 req/s  250.517 latency-µs/object	# POLL·2243 C1·49635 C1E·44542 C3·2484 C6·422

# 12 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·12 50000	31175.5 req/s  384.917 latency-µs/object	# POLL·1551 C1·31848 C1E·43867 C3·2852 C6·731
Benchmarkneo/go/sqlite-zwrk.go·12 50000	30927.7 req/s  388.001 latency-µs/object	# POLL·1692 C1·32508 C1E·42584 C3·4015 C6·375
Benchmarkneo/go/sqlite-zwrk.go·12 50000	31457.2 req/s  381.471 latency-µs/object	# POLL·1355 C1·29846 C1E·42498 C3·2762 C6·982
Benchmarkneo/go/sqlite-zwrk.go·12 50000	31735.2 req/s  378.129 latency-µs/object	# POLL·1438 C1·29474 C1E·41335 C3·4063 C6·596
Benchmarkneo/go/sqlite-zwrk.go·12 50000	31473.5 req/s  381.273 latency-µs/object	# POLL·1353 C1·29654 C1E·42671 C3·2810 C6·1330

# 16 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·16 50000	29855.3 req/s  535.918 latency-µs/object	# POLL·1182 C1·24493 C1E·43509 C3·2821 C6·1605
Benchmarkneo/go/sqlite-zwrk.go·16 50000	30426.3 req/s  525.860 latency-µs/object	# POLL·1109 C1·23432 C1E·42498 C3·4004 C6·638
Benchmarkneo/go/sqlite-zwrk.go·16 50000	30251.9 req/s  528.892 latency-µs/object	# POLL·1083 C1·25191 C1E·43715 C3·3941 C6·530
Benchmarkneo/go/sqlite-zwrk.go·16 50000	31091.2 req/s  514.616 latency-µs/object	# POLL·1244 C1·25000 C1E·39982 C3·4364 C6·1089
Benchmarkneo/go/sqlite-zwrk.go·16 50000	31033.7 req/s  515.568 latency-µs/object	# POLL·1155 C1·23899 C1E·41196 C3·3777 C6·855
2018/03/05 14:03:07 accept tcp 192.168.102.20:5554: use of closed network connection
2018-03-05 14:03:07.7532 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite (sha1 disabled on: client)
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 115.9 µs/object	# crc32:14640593  nread=8540363  t=246.583786ms
# POLL·13 C1·1299 C1E·18454 C3·2447 C6·510
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 114.7 µs/object	# crc32:14640593  nread=8540363  t=243.990439ms
# POLL·13 C1·1324 C1E·19050 C3·1824 C6·65
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 112.5 µs/object	# crc32:14640593  nread=8540363  t=239.378548ms
# POLL·28 C1·1712 C1E·18060 C3·1620 C6·491
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 112.3 µs/object	# crc32:14640593  nread=8540363  t=238.887998ms
# POLL·15 C1·1894 C1E·17454 C3·2395 C6·442
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 112.8 µs/object	# crc32:14640593  nread=8540363  t=239.936174ms
# POLL·11 C1·1975 C1E·17940 C3·2093 C6·84
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 53.0 µs/object	# crc32:14640593  nread=8540363  t=112.847981ms
# POLL·173 C1·2914 C1E·4312 C3·419 C6·71
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 45.1 µs/object	# crc32:14640593  nread=8540363  t=95.922241ms
# POLL·215 C1·3315 C1E·3876 C3·297 C6·41
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 50.2 µs/object	# crc32:14640593  nread=8540363  t=106.75905ms
# POLL·147 C1·2999 C1E·4603 C3·409 C6·60
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 42.8 µs/object	# crc32:14640593  nread=8540363  t=90.992192ms
# POLL·237 C1·3835 C1E·3582 C3·261 C6·48
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 44.0 µs/object	# crc32:14640593  nread=8540363  t=93.679746ms
# POLL·186 C1·3327 C1E·3600 C3·319 C6·40

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	8999.5 req/s  111.118 latency-µs/object
# POLL·50 C1·9261 C1E·100787 C3·10359 C6·5205
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	8941.2 req/s  111.842 latency-µs/object
# POLL·68 C1·9213 C1E·102764 C3·12381 C6·1242
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	8946.1 req/s  111.780 latency-µs/object
# POLL·44 C1·10547 C1E·99666 C3·12367 C6·2854
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	8955.0 req/s  111.670 latency-µs/object
# POLL·65 C1·9570 C1E·99519 C3·14987 C6·1470
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 10000	8976.8 req/s  111.398 latency-µs/object
# POLL·58 C1·10111 C1E·99234 C3·14694 C6·1071

# 2 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	16336.3 req/s  122.427 latency-µs/object
# POLL·800 C1·38618 C1E·141311 C3·7811 C6·2539
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	16398.0 req/s  121.966 latency-µs/object
# POLL·802 C1·38916 C1E·139983 C3·8843 C6·1706
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	16377.1 req/s  122.122 latency-µs/object
# POLL·870 C1·38974 C1E·140903 C3·8801 C6·1683
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	16371.7 req/s  122.162 latency-µs/object
# POLL·712 C1·37602 C1E·139174 C3·10039 C6·695
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 20000	16278.4 req/s  122.862 latency-µs/object
# POLL·742 C1·38569 C1E·139786 C3·9107 C6·1875

# 3 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	22698.2 req/s  132.169 latency-µs/object
# POLL·1655 C1·66246 C1E·113275 C3·3366 C6·756
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	22725.9 req/s  132.008 latency-µs/object
# POLL·1643 C1·64863 C1E·114110 C3·2470 C6·1555
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	22689.4 req/s  132.220 latency-µs/object
# POLL·1686 C1·65264 C1E·113645 C3·3474 C6·241
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	22627.3 req/s  132.583 latency-µs/object
# POLL·1642 C1·65037 C1E·114397 C3·2829 C6·599
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 30000	22734.1 req/s  131.960 latency-µs/object
# POLL·1655 C1·65730 C1E·112938 C3·3354 C6·468

# 4 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27696.1 req/s  144.425 latency-µs/object
# POLL·3271 C1·101061 C1E·96631 C3·1442 C6·1056
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27660.9 req/s  144.609 latency-µs/object
# POLL·3580 C1·103581 C1E·94954 C3·2442 C6·300
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27749.9 req/s  144.144 latency-µs/object
# POLL·3622 C1·104695 C1E·93960 C3·2502 C6·495
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27760.1 req/s  144.092 latency-µs/object
# POLL·3812 C1·105837 C1E·92663 C3·3196 C6·429
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	27763.5 req/s  144.074 latency-µs/object
# POLL·3327 C1·101054 C1E·95567 C3·2569 C6·126

# 8 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	34272.6 req/s  233.423 latency-µs/object
# POLL·3190 C1·59795 C1E·35960 C3·2612 C6·275
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	34324.2 req/s  233.072 latency-µs/object
# POLL·3173 C1·58788 C1E·36854 C3·2111 C6·539
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	34468.1 req/s  232.099 latency-µs/object
# POLL·2923 C1·58549 C1E·36980 C3·1971 C6·348
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	29418.3 req/s  271.940 latency-µs/object
# POLL·2698 C1·51224 C1E·36340 C3·1959 C6·1102
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	34453.2 req/s  232.199 latency-µs/object
# POLL·3247 C1·60085 C1E·35830 C3·2136 C6·416

# 12 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	32831.6 req/s  365.502 latency-µs/object
# POLL·2105 C1·38014 C1E·37666 C3·2796 C6·326
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	33371.2 req/s  359.592 latency-µs/object
# POLL·1946 C1·36808 C1E·37798 C3·2923 C6·555
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	33599.2 req/s  357.151 latency-µs/object
# POLL·1989 C1·37494 C1E·37211 C3·3120 C6·416
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	33848.0 req/s  354.526 latency-µs/object
# POLL·1863 C1·36067 C1E·38994 C3·2410 C6·1019
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	33680.1 req/s  356.294 latency-µs/object
# POLL·1842 C1·35879 C1E·37942 C3·2821 C6·536

# 16 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	32479.6 req/s  492.616 latency-µs/object
# POLL·1433 C1·27506 C1E·39519 C3·3213 C6·913
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	32643.9 req/s  490.137 latency-µs/object
# POLL·1313 C1·26120 C1E·39967 C3·2602 C6·759
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	33195.5 req/s  481.993 latency-µs/object
# POLL·1279 C1·26039 C1E·38121 C3·3189 C6·679
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	33273.4 req/s  480.865 latency-µs/object
# POLL·1290 C1·26178 C1E·37824 C3·2460 C6·874
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	33423.8 req/s  478.701 latency-µs/object
# POLL·1271 C1·26486 C1E·38808 C3·2628 C6·778
2018/03/05 14:04:39 accept tcp 192.168.102.20:5554: use of closed network connection
2018-03-05 14:04:39.0924 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

dataset:	prod1-1024
node:
cluster:	neo1

*** generating fs1 data...
/home/test/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727334 seconds in the future

*** generating sqlite data...
2018-03-05 14:04:49.5619 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-03-05 14:04:49 140465357371328 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 16984 ...
2018-03-05 14:04:54 139939021965248 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 17012 ...
2018-03-05 14:04:57 139746604681152 [Note] /usr/sbin/mysqld (mysqld 10.1.29-MariaDB-6) starting as process 17041 ...
2018-03-05 14:05:00 140192669939648 [Note] mysqld (mysqld 10.1.29-MariaDB-6) starting as process 17068 ...
2018-03-05 14:05:11.9312 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
/home/test/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727299 seconds in the future
Benchmarkfs1-zhash.py 3789 29.1 µs/object	# crc32:a50b90dc  nread=4905351  t=0.110s
# POLL·0 C1·6 C1E·1 C3·27 C6·465
/home/test/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727299 seconds in the future
Benchmarkfs1-zhash.py 3789 29.2 µs/object	# crc32:a50b90dc  nread=4905351  t=0.111s
# POLL·1 C1·34 C1E·1 C3·28 C6·321
/home/test/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727298 seconds in the future
Benchmarkfs1-zhash.py 3789 29.1 µs/object	# crc32:a50b90dc  nread=4905351  t=0.110s
# POLL·0 C1·19 C1E·2 C3·21 C6·426
/home/test/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727298 seconds in the future
Benchmarkfs1-zhash.py 3789 29.0 µs/object	# crc32:a50b90dc  nread=4905351  t=0.110s
# POLL·0 C1·18 C1E·0 C3·34 C6·385
/home/test/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574727297 seconds in the future
Benchmarkfs1-zhash.py 3789 28.8 µs/object	# crc32:a50b90dc  nread=4905351  t=0.109s
# POLL·0 C1·1 C1E·1 C3·30 C6·375

Benchmarkfs1-zhash.go 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.32484ms	# POLL·1 C1·24 C1E·71 C3·51 C6·90
Benchmarkfs1-zhash.go 3789 3.7 µs/object	# crc32:a50b90dc  nread=4905351  t=13.947787ms	# POLL·2 C1·45 C1E·73 C3·39 C6·95
Benchmarkfs1-zhash.go 3789 3.7 µs/object	# crc32:a50b90dc  nread=4905351  t=13.980127ms	# POLL·3 C1·20 C1E·70 C3·42 C6·104
Benchmarkfs1-zhash.go 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.452998ms	# POLL·0 C1·37 C1E·78 C3·43 C6·114
Benchmarkfs1-zhash.go 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.536509ms	# POLL·3 C1·26 C1E·72 C3·59 C6·99
Benchmarkfs1-zhash.go+prefetch128 3789 4.1 µs/object	# crc32:a50b90dc  nread=4905351  t=15.615191ms	# POLL·7 C1·136 C1E·326 C3·233 C6·35
Benchmarkfs1-zhash.go+prefetch128 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.504295ms	# POLL·6 C1·223 C1E·367 C3·199 C6·37
Benchmarkfs1-zhash.go+prefetch128 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.351174ms	# POLL·3 C1·165 C1E·377 C3·209 C6·40
Benchmarkfs1-zhash.go+prefetch128 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.422313ms	# POLL·10 C1·206 C1E·418 C3·173 C6·26
Benchmarkfs1-zhash.go+prefetch128 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.379178ms	# POLL·20 C1·272 C1E·365 C3·181 C6·21

# 1 clients in parallel
Benchmarkfs1-zwrk.go·1 1000000	454613.7 req/s  2.200 latency-µs/object	# POLL·0 C1·61 C1E·107 C3·143 C6·650
Benchmarkfs1-zwrk.go·1 1000000	450525.7 req/s  2.220 latency-µs/object	# POLL·3 C1·176 C1E·89 C3·63 C6·765
Benchmarkfs1-zwrk.go·1 1000000	451026.2 req/s  2.217 latency-µs/object	# POLL·0 C1·105 C1E·77 C3·84 C6·942
Benchmarkfs1-zwrk.go·1 1000000	453410.6 req/s  2.206 latency-µs/object	# POLL·3 C1·92 C1E·94 C3·70 C6·744
Benchmarkfs1-zwrk.go·1 1000000	451976.4 req/s  2.213 latency-µs/object	# POLL·3 C1·95 C1E·128 C3·84 C6·1189

# 2 clients in parallel
Benchmarkfs1-zwrk.go·2 1000000	894711.6 req/s  2.235 latency-µs/object	# POLL·6 C1·105 C1E·106 C3·88 C6·835
Benchmarkfs1-zwrk.go·2 1000000	896872.1 req/s  2.230 latency-µs/object	# POLL·2 C1·100 C1E·101 C3·106 C6·934
Benchmarkfs1-zwrk.go·2 1000000	894230.9 req/s  2.237 latency-µs/object	# POLL·1 C1·116 C1E·96 C3·85 C6·1253
Benchmarkfs1-zwrk.go·2 1000000	893598.9 req/s  2.238 latency-µs/object	# POLL·0 C1·111 C1E·90 C3·102 C6·889
Benchmarkfs1-zwrk.go·2 1000000	897027.4 req/s  2.230 latency-µs/object	# POLL·2 C1·91 C1E·77 C3·122 C6·691

# 3 clients in parallel
Benchmarkfs1-zwrk.go·3 2000000	1323665.9 req/s  2.266 latency-µs/object	# POLL·4 C1·178 C1E·97 C3·155 C6·1670
Benchmarkfs1-zwrk.go·3 2000000	1327529.5 req/s  2.260 latency-µs/object	# POLL·1 C1·181 C1E·89 C3·170 C6·1361
Benchmarkfs1-zwrk.go·3 2000000	1329539.8 req/s  2.256 latency-µs/object	# POLL·9 C1·157 C1E·103 C3·132 C6·1303
Benchmarkfs1-zwrk.go·3 2000000	1345353.2 req/s  2.230 latency-µs/object	# POLL·3 C1·129 C1E·119 C3·100 C6·1031
Benchmarkfs1-zwrk.go·3 2000000	1327383.9 req/s  2.260 latency-µs/object	# POLL·2 C1·148 C1E·99 C3·132 C6·1407

# 4 clients in parallel
Benchmarkfs1-zwrk.go·4 3000000	1759127.8 req/s  2.274 latency-µs/object	# POLL·2 C1·209 C1E·125 C3·94 C6·1131
Benchmarkfs1-zwrk.go·4 3000000	1776643.4 req/s  2.251 latency-µs/object	# POLL·1 C1·183 C1E·95 C3·131 C6·1001
Benchmarkfs1-zwrk.go·4 3000000	1757695.9 req/s  2.276 latency-µs/object	# POLL·4 C1·220 C1E·110 C3·99 C6·1019
Benchmarkfs1-zwrk.go·4 3000000	1763511.2 req/s  2.268 latency-µs/object	# POLL·4 C1·211 C1E·87 C3·137 C6·991
Benchmarkfs1-zwrk.go·4 3000000	1765222.1 req/s  2.266 latency-µs/object	# POLL·5 C1·208 C1E·107 C3·107 C6·1328

# 8 clients in parallel
Benchmarkfs1-zwrk.go·8 3000000	1970014.2 req/s  4.061 latency-µs/object	# POLL·0 C1·283 C1E·116 C3·141 C6·93
Benchmarkfs1-zwrk.go·8 3000000	1701853.7 req/s  4.701 latency-µs/object	# POLL·3 C1·238 C1E·143 C3·135 C6·93
Benchmarkfs1-zwrk.go·8 3000000	2006093.8 req/s  3.988 latency-µs/object	# POLL·6 C1·282 C1E·146 C3·108 C6·111
Benchmarkfs1-zwrk.go·8 3000000	1997351.8 req/s  4.005 latency-µs/object	# POLL·2 C1·276 C1E·113 C3·125 C6·116
Benchmarkfs1-zwrk.go·8 3000000	2010771.4 req/s  3.979 latency-µs/object	# POLL·8 C1·329 C1E·121 C3·138 C6·75

# 12 clients in parallel
Benchmarkfs1-zwrk.go·12 3000000	2038978.7 req/s  5.885 latency-µs/object	# POLL·3 C1·336 C1E·108 C3·135 C6·84
Benchmarkfs1-zwrk.go·12 3000000	2034418.8 req/s  5.898 latency-µs/object	# POLL·2 C1·320 C1E·155 C3·130 C6·87
Benchmarkfs1-zwrk.go·12 3000000	2028874.2 req/s  5.915 latency-µs/object	# POLL·2 C1·332 C1E·140 C3·134 C6·75
Benchmarkfs1-zwrk.go·12 3000000	2029469.3 req/s  5.913 latency-µs/object	# POLL·6 C1·312 C1E·124 C3·126 C6·102
Benchmarkfs1-zwrk.go·12 3000000	2035068.0 req/s  5.897 latency-µs/object	# POLL·3 C1·289 C1E·138 C3·109 C6·97

# 16 clients in parallel
Benchmarkfs1-zwrk.go·16 3000000	2029094.3 req/s  7.885 latency-µs/object	# POLL·2 C1·494 C1E·145 C3·121 C6·111
Benchmarkfs1-zwrk.go·16 3000000	2029112.5 req/s  7.885 latency-µs/object	# POLL·6 C1·505 C1E·188 C3·121 C6·84
