>>> bench-local

*** neotest: node
date:	Mon, 05 Mar 2018 13:49:57 +0300
xnode:	kirr@deco.navytux.spb.ru (2401:5180:0:37::1 192.168.0.2)
uname:	Linux deco 4.15.0-1-amd64 #1 SMP Debian 4.15.4-1 (2018-02-18) x86_64 GNU/Linux
cpu:	Intel(R) Core(TM) i7-6600U CPU @ 2.60GHz
cpu/[0-3]/freq: intel_pstate/performance [2.60GHz - 2.60GHz]
cpu/[0-3]/idle: intel_idle/menu: POLL(0μs) C1(2μs) C1E(10μs) C3(70μs) C6(85μs) C7s(124μs) C8(200μs) C9(480μs) C10(890μs)
WARNING: cpu: C-state exit-latency is max 890μs - up to that can add to networked and IPC request-reply latency
disk/sda: SanDisk X400 M.2  rev 0012  477G
nic/eth0: Intel Corporation Ethernet Connection I219-LM rev 21
nic/eth0/features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple rxhash ...
nic/eth0/coalesce: rxc: 3μs/0f/0μs-irq/0f-irq,  txc: 0μs/0f/0μs-irq/0f-irq
nic/eth0/status:   up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
nic/wlan0: Intel Corporation Wireless 8260 rev 3a
nic/wlan0/features: !rx !tx sg !tso !ufo gso gro !lro !rxvlan !txvlan !ntuple !rxhash ...
nic/wlan0/coalesce: rxc: ?,  txc: ?
nic/wlan0/status:   down, speed=?, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
WARNING: nic/wlan0: TSO not enabled - TCP latency with packets > MSS will be poor
sw/python:          Python 2.7.14
sw/go:              go version go1.10 linux/amd64
sw/sqlite:          sqlite 3.22.0 (py mod 2.6.0)
sw/mysqld:          mysqld  Ver 10.1.29-MariaDB-6 for debian-linux-gnu on x86_64 (Debian buildd-unstable)
sw/neo:             v1.8.1-1579-g916782b6-dirty
sw/zodb:            5.3.0-12-g2115c90aa
sw/zeo:             5.1.1-7-gf9e4442d
sw/mysqlclient:     1.3.12
sw/wendelin.core:   v0.11-15-gf785ac0

*** cpu:

node:	deco
cluster:
Benchmarkpystone 1 218772 pystone/s	# POLL·0 C1·1 C1E·3 C3·13 C6·34 C7s·0 C8·61 C9·0 C10·4
Benchmarkpystone 1 219149 pystone/s	# POLL·0 C1·2 C1E·0 C3·4 C6·43 C7s·0 C8·63 C9·0 C10·17
Benchmarkpystone 1 221405 pystone/s	# POLL·0 C1·0 C1E·2 C3·9 C6·51 C7s·0 C8·57 C9·0 C10·5
Benchmarkpystone 1 223209 pystone/s	# POLL·1 C1·1 C1E·6 C3·9 C6·49 C7s·0 C8·56 C9·0 C10·4
Benchmarkpystone 1 213764 pystone/s	# POLL·0 C1·3 C1E·3 C3·12 C6·44 C7s·0 C8·70 C9·0 C10·9
Benchmarkneo/go/sqlite-zwrk.go·8 50000	30127.6 req/s  265.537 latency-µs/object	# POLL·376 C1·29464 C1E·7147 C3·84 C6·122 C7s·0 C8·53 C9·0 C10·0
Benchmarkneo/go/sqlite-zwrk.go·8 50000	30255.0 req/s  264.419 latency-µs/object	# POLL·360 C1·29033 C1E·7160 C3·73 C6·105 C7s·0 C8·6 C9·0 C10·1

# 12 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·12 50000	28521.3 req/s  420.738 latency-µs/object	# POLL·336 C1·23936 C1E·7755 C3·57 C6·134 C7s·0 C8·73 C9·0 C10·54
Benchmarkneo/go/sqlite-zwrk.go·12 50000	29208.0 req/s  410.846 latency-µs/object	# POLL·313 C1·22829 C1E·7507 C3·82 C6·117 C7s·0 C8·128 C9·0 C10·84
Benchmarkneo/go/sqlite-zwrk.go·12 50000	29472.8 req/s  407.156 latency-µs/object	# POLL·282 C1·23031 C1E·7722 C3·136 C6·167 C7s·2 C8·118 C9·0 C10·79
Benchmarkneo/go/sqlite-zwrk.go·12 50000	29426.3 req/s  407.798 latency-µs/object	# POLL·337 C1·23507 C1E·7727 C3·68 C6·128 C7s·0 C8·132 C9·0 C10·117
Benchmarkneo/go/sqlite-zwrk.go·12 50000	29524.1 req/s  406.447 latency-µs/object	# POLL·303 C1·23112 C1E·7701 C3·77 C6·124 C7s·0 C8·75 C9·0 C10·53

# 16 clients in parallel
Benchmarkneo/go/sqlite-zwrk.go·16 50000	28018.4 req/s  571.054 latency-µs/object	# POLL·313 C1·22266 C1E·8303 C3·67 C6·159 C7s·0 C8·155 C9·0 C10·82
Benchmarkneo/go/sqlite-zwrk.go·16 50000	27855.2 req/s  574.399 latency-µs/object	# POLL·300 C1·22100 C1E·8520 C3·115 C6·179 C7s·0 C8·145 C9·0 C10·48
Benchmarkneo/go/sqlite-zwrk.go·16 50000	28955.5 req/s  552.572 latency-µs/object	# POLL·259 C1·21867 C1E·7631 C3·63 C6·139 C7s·0 C8·130 C9·0 C10·76
Benchmarkneo/go/sqlite-zwrk.go·16 50000	28371.1 req/s  563.953 latency-µs/object	# POLL·308 C1·21878 C1E·8133 C3·66 C6·161 C7s·0 C8·140 C9·0 C10·89
Benchmarkneo/go/sqlite-zwrk.go·16 50000	28671.9 req/s  558.037 latency-µs/object	# POLL·278 C1·21531 C1E·7476 C3·111 C6·130 C7s·4 C8·153 C9·0 C10·66
2018/03/05 14:09:50 accept tcp 192.168.0.2:5554: use of closed network connection
2018-03-05 14:09:50.9401 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** NEO/go sqlite (sha1 disabled on: client)
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 88.5 µs/object	# crc32:14640593  nread=8540363  t=188.379345ms
# POLL·186 C1·13981 C1E·4182 C3·18 C6·59 C7s·0 C8·116 C9·0 C10·60
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 85.7 µs/object	# crc32:14640593  nread=8540363  t=182.415724ms
# POLL·183 C1·13337 C1E·4370 C3·28 C6·59 C7s·0 C8·6 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 85.9 µs/object	# crc32:14640593  nread=8540363  t=182.866729ms
# POLL·177 C1·13482 C1E·4262 C3·21 C6·75 C7s·0 C8·17 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 85.6 µs/object	# crc32:14640593  nread=8540363  t=182.084128ms
# POLL·180 C1·13496 C1E·4189 C3·16 C6·60 C7s·0 C8·20 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go(!sha1) 2127 86.1 µs/object	# crc32:14640593  nread=8540363  t=183.122294ms
# POLL·180 C1·13647 C1E·4247 C3·14 C6·48 C7s·0 C8·10 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 44.5 µs/object	# crc32:14640593  nread=8540363  t=94.690614ms
# POLL·81 C1·2939 C1E·847 C3·28 C6·64 C7s·0 C8·14 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 40.2 µs/object	# crc32:14640593  nread=8540363  t=85.610347ms
# POLL·104 C1·2933 C1E·912 C3·17 C6·62 C7s·0 C8·14 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 40.8 µs/object	# crc32:14640593  nread=8540363  t=86.743033ms
# POLL·64 C1·2203 C1E·1019 C3·26 C6·69 C7s·0 C8·7 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 36.9 µs/object	# crc32:14640593  nread=8540363  t=78.551418ms
# POLL·59 C1·2192 C1E·1003 C3·29 C6·51 C7s·0 C8·11 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zhash.go+prefetch128(!sha1) 2127 38.0 µs/object	# crc32:14640593  nread=8540363  t=80.807549ms
# POLL·105 C1·2412 C1E·1060 C3·14 C6·59 C7s·0 C8·8 C9·0 C10·0

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 20000	11826.7 req/s  84.555 latency-µs/object
# POLL·2647 C1·201679 C1E·59331 C3·128 C6·162 C7s·0 C8·39 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 20000	11861.3 req/s  84.308 latency-µs/object
# POLL·2666 C1·199363 C1E·60627 C3·119 C6·248 C7s·0 C8·28 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 20000	11834.6 req/s  84.498 latency-µs/object
# POLL·2671 C1·202541 C1E·58986 C3·146 C6·161 C7s·0 C8·64 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 20000	11812.9 req/s  84.653 latency-µs/object
# POLL·2679 C1·202596 C1E·58988 C3·130 C6·179 C7s·0 C8·31 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·1 20000	11829.1 req/s  84.537 latency-µs/object
# POLL·2666 C1·201716 C1E·59577 C3·98 C6·220 C7s·0 C8·23 C9·0 C10·0

# 2 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 30000	19595.0 req/s  102.067 latency-µs/object
# POLL·1231 C1·126351 C1E·34000 C3·201 C6·205 C7s·4 C8·158 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 30000	19536.1 req/s  102.375 latency-µs/object
# POLL·1304 C1·127253 C1E·32416 C3·160 C6·261 C7s·0 C8·28 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 30000	19523.1 req/s  102.443 latency-µs/object
# POLL·1289 C1·126648 C1E·34077 C3·287 C6·305 C7s·0 C8·49 C9·0 C10·1
E0305 14:10:17.114704   32458 storage.go:525] storage(192.168.0.2:5554): accept: serve 192.168.0.2:5554 - 192.168.0.2:52976: 192.168.0.2:5554 - 192.168.0.2:52976: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 30000	19582.5 req/s  102.132 latency-µs/object
# POLL·1264 C1·126877 C1E·32704 C3·190 C6·185 C7s·0 C8·26 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·2 30000	19486.2 req/s  102.637 latency-µs/object
# POLL·1299 C1·123694 C1E·36565 C3·322 C6·452 C7s·0 C8·13 C9·0 C10·1

# 3 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 50000	26644.5 req/s  112.594 latency-µs/object
# POLL·1430 C1·107325 C1E·8701 C3·57 C6·66 C7s·0 C8·9 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 50000	26852.7 req/s  111.721 latency-µs/object
# POLL·1435 C1·107111 C1E·8681 C3·61 C6·67 C7s·0 C8·10 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 50000	26801.4 req/s  111.934 latency-µs/object
# POLL·1388 C1·107777 C1E·8445 C3·36 C6·81 C7s·0 C8·16 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 50000	26988.3 req/s  111.159 latency-µs/object
# POLL·1363 C1·106656 C1E·8466 C3·55 C6·79 C7s·0 C8·10 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·3 50000	26791.7 req/s  111.975 latency-µs/object
# POLL·1388 C1·108128 C1E·8768 C3·53 C6·80 C7s·0 C8·7 C9·0 C10·0

# 4 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	30315.3 req/s  131.947 latency-µs/object
# POLL·925 C1·61919 C1E·5261 C3·50 C6·64 C7s·0 C8·15 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	30332.2 req/s  131.873 latency-µs/object
# POLL·886 C1·61939 C1E·5532 C3·42 C6·75 C7s·0 C8·5 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	30199.5 req/s  132.452 latency-µs/object
# POLL·914 C1·62635 C1E·5180 C3·63 C6·64 C7s·0 C8·11 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	30158.4 req/s  132.633 latency-µs/object
# POLL·910 C1·62026 C1E·5510 C3·63 C6·72 C7s·0 C8·11 C9·0 C10·0
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·4 50000	30535.7 req/s  130.994 latency-µs/object
# POLL·919 C1·61287 C1E·5315 C3·28 C6·67 C7s·0 C8·10 C9·0 C10·0

# 8 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	31427.5 req/s  254.554 latency-µs/object
# POLL·406 C1·28119 C1E·5406 C3·54 C6·118 C7s·0 C8·73 C9·0 C10·47
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	31802.9 req/s  251.549 latency-µs/object
# POLL·370 C1·27215 C1E·4869 C3·66 C6·78 C7s·0 C8·109 C9·0 C10·58
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	32177.1 req/s  248.624 latency-µs/object
# POLL·359 C1·27751 C1E·4801 C3·61 C6·133 C7s·0 C8·94 C9·0 C10·75
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	32234.1 req/s  248.184 latency-µs/object
# POLL·410 C1·28233 C1E·5207 C3·60 C6·66 C7s·0 C8·64 C9·0 C10·67
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·8 50000	32164.0 req/s  248.725 latency-µs/object
# POLL·371 C1·27732 C1E·5179 C3·58 C6·90 C7s·0 C8·85 C9·0 C10·55

# 12 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	29424.8 req/s  407.819 latency-µs/object
# POLL·374 C1·24652 C1E·6009 C3·53 C6·89 C7s·0 C8·95 C9·0 C10·73
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	30308.0 req/s  395.935 latency-µs/object
# POLL·346 C1·23314 C1E·5701 C3·49 C6·120 C7s·0 C8·108 C9·0 C10·60
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	30334.4 req/s  395.591 latency-µs/object
# POLL·362 C1·23856 C1E·5241 C3·53 C6·123 C7s·0 C8·88 C9·0 C10·60
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	30417.1 req/s  394.515 latency-µs/object
# POLL·369 C1·23689 C1E·5796 C3·70 C6·127 C7s·0 C8·87 C9·0 C10·66
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·12 50000	30541.6 req/s  392.907 latency-µs/object
# POLL·357 C1·22842 C1E·5628 C3·50 C6·89 C7s·0 C8·110 C9·0 C10·71

# 16 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	29618.4 req/s  540.205 latency-µs/object
# POLL·307 C1·22457 C1E·6452 C3·68 C6·115 C7s·0 C8·141 C9·0 C10·57
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	29686.2 req/s  538.972 latency-µs/object
# POLL·304 C1·21682 C1E·6087 C3·53 C6·151 C7s·0 C8·157 C9·0 C10·70
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	29759.3 req/s  537.647 latency-µs/object
# POLL·313 C1·22286 C1E·6203 C3·52 C6·110 C7s·0 C8·155 C9·0 C10·47
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	29487.1 req/s  542.611 latency-µs/object
# POLL·326 C1·22587 C1E·6449 C3·52 C6·112 C7s·0 C8·130 C9·0 C10·73
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkneo/go/sqlite-zwrk.go(!sha1)·16 50000	29987.0 req/s  533.565 latency-µs/object
# POLL·277 C1·21718 C1E·6118 C3·52 C6·116 C7s·0 C8·158 C9·0 C10·72
2018/03/05 14:11:33 accept tcp 192.168.0.2:5554: use of closed network connection
2018-03-05 14:11:33.2351 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

dataset:	prod1-1024
node:
cluster:	deco

*** FileStorage
/home/kirr/src/neo/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574734121 seconds in the future
Benchmarkfs1-zhash.py 3789 35.9 µs/object	# crc32:a50b90dc  nread=4905351  t=0.136s
# POLL·1 C1·230 C1E·376 C3·19 C6·33 C7s·0 C8·125 C9·1 C10·32
/home/kirr/src/neo/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574734121 seconds in the future
Benchmarkfs1-zhash.py 3789 15.5 µs/object	# crc32:a50b90dc  nread=4905351  t=0.059s
# POLL·1 C1·71 C1E·5 C3·9 C6·42 C7s·0 C8·88 C9·0 C10·30
/home/kirr/src/neo/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574734120 seconds in the future
Benchmarkfs1-zhash.py 3789 15.9 µs/object	# crc32:a50b90dc  nread=4905351  t=0.060s
# POLL·0 C1·68 C1E·8 C3·12 C6·41 C7s·0 C8·109 C9·0 C10·40
/home/kirr/src/neo/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574734120 seconds in the future
Benchmarkfs1-zhash.py 3789 15.9 µs/object	# crc32:a50b90dc  nread=4905351  t=0.060s
# POLL·0 C1·57 C1E·3 C3·19 C6·39 C7s·0 C8·120 C9·0 C10·34
/home/kirr/src/neo/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79574734120 seconds in the future
Benchmarkfs1-zhash.py 3789 16.1 µs/object	# crc32:a50b90dc  nread=4905351  t=0.061s
# POLL·0 C1·74 C1E·24 C3·11 C6·51 C7s·0 C8·101 C9·0 C10·46

Benchmarkfs1-zhash.go 3789 2.8 µs/object	# crc32:a50b90dc  nread=4905351  t=10.555543ms	# POLL·0 C1·14 C1E·63 C3·13 C6·64 C7s·0 C8·36 C9·0 C10·0
Benchmarkfs1-zhash.go 3789 2.8 µs/object	# crc32:a50b90dc  nread=4905351  t=10.484724ms	# POLL·0 C1·6 C1E·65 C3·14 C6·59 C7s·0 C8·30 C9·0 C10·0
Benchmarkfs1-zhash.go 3789 2.8 µs/object	# crc32:a50b90dc  nread=4905351  t=10.460441ms	# POLL·0 C1·14 C1E·67 C3·7 C6·48 C7s·0 C8·43 C9·0 C10·0
Benchmarkfs1-zhash.go 3789 2.8 µs/object	# crc32:a50b90dc  nread=4905351  t=10.554155ms	# POLL·0 C1·12 C1E·60 C3·12 C6·66 C7s·0 C8·33 C9·0 C10·0
Benchmarkfs1-zhash.go 3789 2.8 µs/object	# crc32:a50b90dc  nread=4905351  t=10.515239ms	# POLL·1 C1·12 C1E·62 C3·7 C6·51 C7s·0 C8·34 C9·0 C10·1
Benchmarkfs1-zhash.go+prefetch128 3789 3.4 µs/object	# crc32:a50b90dc  nread=4905351  t=12.715231ms	# POLL·0 C1·103 C1E·112 C3·24 C6·68 C7s·0 C8·13 C9·0 C10·0
Benchmarkfs1-zhash.go+prefetch128 3789 3.6 µs/object	# crc32:a50b90dc  nread=4905351  t=13.685295ms	# POLL·2 C1·72 C1E·132 C3·15 C6·71 C7s·0 C8·11 C9·0 C10·0
Benchmarkfs1-zhash.go+prefetch128 3789 3.6 µs/object	# crc32:a50b90dc  nread=4905351  t=13.807097ms	# POLL·0 C1·96 C1E·128 C3·18 C6·69 C7s·0 C8·10 C9·0 C10·0
Benchmarkfs1-zhash.go+prefetch128 3789 3.8 µs/object	# crc32:a50b90dc  nread=4905351  t=14.328516ms	# POLL·0 C1·125 C1E·94 C3·22 C6·69 C7s·0 C8·14 C9·0 C10·0
Benchmarkfs1-zhash.go+prefetch128 3789 3.3 µs/object	# crc32:a50b90dc  nread=4905351  t=12.574893ms	# POLL·0 C1·92 C1E·120 C3·27 C6·64 C7s·0 C8·10 C9·0 C10·0

# 1 clients in parallel
Benchmarkfs1-zwrk.go·1 1000000	556547.0 req/s  1.797 latency-µs/object	# POLL·0 C1·23 C1E·97 C3·25 C6·95 C7s·1 C8·144 C9·0 C10·219
Benchmarkfs1-zwrk.go·1 1000000	555350.5 req/s  1.801 latency-µs/object	# POLL·0 C1·71 C1E·135 C3·31 C6·99 C7s·0 C8·113 C9·0 C10·241
Benchmarkfs1-zwrk.go·1 1000000	554318.1 req/s  1.804 latency-µs/object	# POLL·0 C1·54 C1E·155 C3·14 C6·96 C7s·0 C8·189 C9·0 C10·231
Benchmarkfs1-zwrk.go·1 1000000	555833.2 req/s  1.799 latency-µs/object	# POLL·0 C1·54 C1E·140 C3·22 C6·91 C7s·0 C8·157 C9·0 C10·215
Benchmarkfs1-zwrk.go·1 1000000	554145.5 req/s  1.805 latency-µs/object	# POLL·3 C1·53 C1E·159 C3·28 C6·92 C7s·0 C8·177 C9·0 C10·241

# 2 clients in parallel
Benchmarkfs1-zwrk.go·2 1000000	998374.1 req/s  2.003 latency-µs/object	# POLL·0 C1·73 C1E·85 C3·38 C6·98 C7s·0 C8·314 C9·0 C10·85
Benchmarkfs1-zwrk.go·2 1000000	980368.2 req/s  2.040 latency-µs/object	# POLL·0 C1·68 C1E·91 C3·26 C6·104 C7s·1 C8·337 C9·0 C10·82
Benchmarkfs1-zwrk.go·2 1000000	969825.1 req/s  2.062 latency-µs/object	# POLL·0 C1·64 C1E·79 C3·26 C6·111 C7s·0 C8·350 C9·0 C10·96
Benchmarkfs1-zwrk.go·2 1000000	978769.5 req/s  2.043 latency-µs/object	# POLL·3 C1·52 C1E·80 C3·14 C6·92 C7s·0 C8·303 C9·0 C10·127
Benchmarkfs1-zwrk.go·2 1000000	982346.1 req/s  2.036 latency-µs/object	# POLL·1 C1·67 C1E·93 C3·24 C6·94 C7s·0 C8·328 C9·0 C10·102

# 3 clients in parallel
Benchmarkfs1-zwrk.go·3 2000000	1312840.7 req/s  2.285 latency-µs/object	# POLL·5 C1·98 C1E·91 C3·40 C6·147 C7s·1 C8·623 C9·0 C10·144
Benchmarkfs1-zwrk.go·3 2000000	1323925.0 req/s  2.266 latency-µs/object	# POLL·1 C1·110 C1E·85 C3·34 C6·166 C7s·0 C8·623 C9·0 C10·130
Benchmarkfs1-zwrk.go·3 2000000	1323890.8 req/s  2.266 latency-µs/object	# POLL·2 C1·125 C1E·83 C3·35 C6·147 C7s·0 C8·651 C9·0 C10·112
Benchmarkfs1-zwrk.go·3 2000000	1316024.4 req/s  2.280 latency-µs/object	# POLL·1 C1·89 C1E·126 C3·36 C6·171 C7s·0 C8·634 C9·0 C10·127
Benchmarkfs1-zwrk.go·3 2000000	1300779.2 req/s  2.306 latency-µs/object	# POLL·0 C1·89 C1E·89 C3·31 C6·171 C7s·2 C8·663 C9·0 C10·129

# 4 clients in parallel
Benchmarkfs1-zwrk.go·4 2000000	1515452.3 req/s  2.639 latency-µs/object	# POLL·0 C1·82 C1E·115 C3·25 C6·64 C7s·0 C8·21 C9·0 C10·0
Benchmarkfs1-zwrk.go·4 2000000	1514956.6 req/s  2.640 latency-µs/object	# POLL·0 C1·102 C1E·90 C3·20 C6·70 C7s·2 C8·29 C9·0 C10·0
Benchmarkfs1-zwrk.go·4 2000000	1499270.1 req/s  2.668 latency-µs/object	# POLL·1 C1·97 C1E·95 C3·23 C6·70 C7s·0 C8·29 C9·0 C10·0
Benchmarkfs1-zwrk.go·4 2000000	1531113.6 req/s  2.612 latency-µs/object	# POLL·2 C1·137 C1E·88 C3·23 C6·73 C7s·0 C8·23 C9·0 C10·4
Benchmarkfs1-zwrk.go·4 2000000	1494001.3 req/s  2.677 latency-µs/object	# POLL·1 C1·111 C1E·105 C3·24 C6·58 C7s·0 C8·33 C9·0 C10·0

# 8 clients in parallel
Benchmarkfs1-zwrk.go·8 2000000	1588184.1 req/s  5.037 latency-µs/object	# POLL·2 C1·109 C1E·102 C3·27 C6·65 C7s·0 C8·20 C9·0 C10·0
Benchmarkfs1-zwrk.go·8 2000000	1573089.4 req/s  5.086 latency-µs/object	# POLL·1 C1·100 C1E·81 C3·27 C6·76 C7s·0 C8·24 C9·0 C10·3
Benchmarkfs1-zwrk.go·8 2000000	1576811.7 req/s  5.074 latency-µs/object	# POLL·0 C1·110 C1E·87 C3·25 C6·70 C7s·0 C8·27 C9·0 C10·0
Benchmarkfs1-zwrk.go·8 2000000	1590199.3 req/s  5.031 latency-µs/object	# POLL·1 C1·112 C1E·105 C3·18 C6·74 C7s·2 C8·29 C9·0 C10·0
Benchmarkfs1-zwrk.go·8 2000000	1585283.9 req/s  5.046 latency-µs/object	# POLL·1 C1·89 C1E·103 C3·39 C6·72 C7s·0 C8·14 C9·0 C10·0

# 12 clients in parallel
Benchmarkfs1-zwrk.go·12 2000000	1590556.7 req/s  7.545 latency-µs/object	# POLL·0 C1·109 C1E·96 C3·28 C6·63 C7s·0 C8·33 C9·0 C10·0
Benchmarkfs1-zwrk.go·12 2000000	1588216.2 req/s  7.556 latency-µs/object	# POLL·0 C1·111 C1E·139 C3·31 C6·77 C7s·4 C8·28 C9·0 C10·0
Benchmarkfs1-zwrk.go·12 2000000	1593811.6 req/s  7.529 latency-µs/object	# POLL·0 C1·122 C1E·90 C3·39 C6·65 C7s·0 C8·24 C9·0 C10·0
Benchmarkfs1-zwrk.go·12 2000000	1589610.5 req/s  7.549 latency-µs/object	# POLL·0 C1·100 C1E·75 C3·13 C6·97 C7s·2 C8·22 C9·0 C10·1
Benchmarkfs1-zwrk.go·12 2000000	1590369.5 req/s  7.545 latency-µs/object	# POLL·1 C1·94 C1E·108 C3·19 C6·65 C7s·0 C8·30 C9·0 C10·0

# 16 clients in parallel
