>>> bench-local
# Wed, 28 Feb 2018 14:05:12 +0200
# neotest@z600.ivan.nexedi.com (2401:5180:0:10::1 192.168.0.5 (+ 1·ipv4))
# Linux z600-COMP-2717 4.13.0-36-generic #40-Ubuntu SMP Fri Feb 16 20:07:48 UTC 2018 x86_64 x86_64 x86_64 GNU/Linux
# cpu: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz
# cpu[0-11]: freq: acpi-cpufreq/performance [2.66GHz - 2.66GHz]
# cpu[0-11]: idle: intel_idle/menu: POLL(0μs) C1(3μs) C1E(10μs) C3(20μs) C6(200μs)
# cpu: WARNING: C-state exit-latency is max 200μs - up to that can add to networked and IPC request-reply latency
# sda: INTEL SSDSC2CT18  rev 335t 167.7G
# enp1s0: Broadcom Limited NetXtreme BCM5764M Gigabit Ethernet PCIe rev 10
# enp1s0: features: rx tx sg tso !ufo gso gro !lro rxvlan txvlan !ntuple !rxhash ...
# enp1s0: coalesce: rxc: 20μs/5f/0μs-irq/5f-irq,  txc: 72μs/53f/0μs-irq/5f-irq
# enp1s0: up, speed=1000, mtu=1500, txqlen=1000, gro_flush_timeout=0.000µs
# enp1s0: WARNING: RX coalesce latency is max 20μs - that will add to networked request-reply latency
# Python 2.7.12
# go version go1.10 linux/amd64
# sqlite 3.22.0 (py mod 2.6.0)
# mysqld  Ver 10.1.25-MariaDB-1 for debian-linux-gnu on x86_64 (Ubuntu 17.10)
# neo             : v1.8-1563-gfe8fd50-dirty
# zodb            : 5.3.0
# zeo             : 5.1.1
# mysqlclient     : 1.3.12
# wendelin.core   : 0.11

*** cpu:

Benchmarkz600-COMP-2717/pystone 1 114934 pystone/s	# POLL·0 C1·26 C1E·1 C3·26 C6·211
Benchmarkz600-COMP-2717/pystone 1 114526 pystone/s	# POLL·0 C1·36 C1E·1 C3·20 C6·206
Benchmarkz600-COMP-2717/pystone 1 114001 pystone/s	# POLL·0 C1·38 C1E·1 C3·32 C6·305
Benchmarkz600-COMP-2717/pystone 1 113904 pystone/s	# POLL·0 C1·36 C1E·2 C3·6 C6·219
Benchmarkz600-COMP-2717/pystone 1 114154 pystone/s	# POLL·0 C1·41 C1E·0 C3·21 C6·208
Cluster state changed

*** NEO/go sqlite (sha1 disabled)
# NEO/go (Sgo): skipping SHA1 computations
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go 2127 232.5 µs/object	# crc32:14640593  nread=8540363  t=494.847218ms
# POLL·19 C1·448 C1E·12371 C3·6920 C6·3501
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go 2127 237.0 µs/object	# crc32:14640593  nread=8540363  t=504.250129ms
# POLL·6 C1·140 C1E·12472 C3·7336 C6·2981
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go 2127 225.5 µs/object	# crc32:14640593  nread=8540363  t=479.865554ms
# POLL·81 C1·404 C1E·12413 C3·7298 C6·2271
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go 2127 239.5 µs/object	# crc32:14640593  nread=8540363  t=509.571202ms
# POLL·8 C1·141 C1E·11569 C3·8793 C6·2288
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go 2127 244.9 µs/object	# crc32:14640593  nread=8540363  t=521.199689ms
# POLL·11 C1·168 C1E·11874 C3·7872 C6·2977
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 42.4 µs/object	# crc32:14640593  nread=8540363  t=90.233119ms
# POLL·116 C1·4225 C1E·4478 C3·477 C6·251
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 33.9 µs/object	# crc32:14640593  nread=8540363  t=72.080503ms
# POLL·94 C1·4483 C1E·3515 C3·525 C6·78
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 45.0 µs/object	# crc32:14640593  nread=8540363  t=95.732287ms
# POLL·112 C1·4023 C1E·4670 C3·637 C6·144
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 40.5 µs/object	# crc32:14640593  nread=8540363  t=86.080228ms
# POLL·103 C1·3558 C1E·3841 C3·649 C6·115
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zhash.go+prefetch128 2127 41.7 µs/object	# crc32:14640593  nread=8540363  t=88.756704ms
# POLL·86 C1·3977 C1E·3410 C3·562 C6·123

# 1 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-1 10000	4078.7 req/s  245.179 latency-µs/object
# POLL·72 C1·721 C1E·63380 C3·51972 C6·12777
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-1 10000	4069.0 req/s  245.759 latency-µs/object
# POLL·49 C1·602 C1E·63086 C3·52784 C6·11817
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-1 5000	4027.6 req/s  248.284 latency-µs/object
# POLL·23 C1·254 C1E·36121 C3·36452 C6·4033
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-1 5000	3979.1 req/s  251.314 latency-µs/object
# POLL·17 C1·273 C1E·38969 C3·30599 C6·7532
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-1 10000	4267.8 req/s  234.311 latency-µs/object
# POLL·89 C1·1210 C1E·65035 C3·51163 C6·10593

# 2 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-2 10000	9721.2 req/s  205.735 latency-µs/object
# POLL·87 C1·2834 C1E·49609 C3·27463 C6·9336
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-2 20000	9433.9 req/s  212.001 latency-µs/object
# POLL·331 C1·7978 C1E·124973 C3·73057 C6·15401
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-2 10000	9567.8 req/s  209.034 latency-µs/object
# POLL·127 C1·2427 C1E·51723 C3·31261 C6·6947
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-2 10000	9422.8 req/s  212.251 latency-µs/object
# POLL·111 C1·2223 C1E·49781 C3·30729 C6·8270
E0228 14:33:37.064584   21166 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:39938: 192.168.0.5:5554 - 192.168.0.5:39938: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-2 10000	9841.5 req/s  203.222 latency-µs/object
# POLL·86 C1·2016 C1E·51806 C3·26887 C6·10181

# 4 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27656.5 req/s  144.632 latency-µs/object
# POLL·1273 C1·54891 C1E·147294 C3·28795 C6·3972
E0228 14:33:42.579411   21166 storage.go:522] storage(192.168.0.5:5554): accept: serve 192.168.0.5:5554 - 192.168.0.5:39976: 192.168.0.5:5554 - 192.168.0.5:39976: accept: node link is not listening for incoming connections
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27592.3 req/s  144.968 latency-µs/object
# POLL·1157 C1·52959 C1E·147075 C3·27670 C6·5880
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27415.3 req/s  145.904 latency-µs/object
# POLL·1203 C1·52816 C1E·147692 C3·26673 C6·7037
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27333.4 req/s  146.341 latency-µs/object
# POLL·1317 C1·52904 C1E·149800 C3·27362 C6·5809
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-4 50000	27812.8 req/s  143.819 latency-µs/object
# POLL·1319 C1·55047 C1E·146516 C3·26086 C6·5457

# 8 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-8 100000	47882.9 req/s  167.074 latency-µs/object
# POLL·4014 C1·100981 C1E·96811 C3·11911 C6·2372
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-8 100000	48081.7 req/s  166.383 latency-µs/object
# POLL·4360 C1·104265 C1E·95757 C3·11284 C6·2855
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-8 100000	48158.6 req/s  166.118 latency-µs/object
# POLL·4297 C1·102462 C1E·95215 C3·13521 C6·1222
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-8 100000	47969.7 req/s  166.772 latency-µs/object
# POLL·4358 C1·102642 C1E·95235 C3·13394 C6·2100
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-8 100000	47854.8 req/s  167.172 latency-µs/object
# POLL·4413 C1·104392 C1E·96083 C3·11863 C6·2863

# 16 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-16 100000	46073.6 req/s  347.271 latency-µs/object
# POLL·3272 C1·59109 C1E·52750 C3·14584 C6·3610
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-16 100000	47791.5 req/s  334.788 latency-µs/object
# POLL·3385 C1·59064 C1E·54090 C3·12917 C6·3713
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-16 100000	47889.5 req/s  334.103 latency-µs/object
# POLL·3347 C1·57698 C1E·53717 C3·12992 C6·4366
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-16 100000	48266.4 req/s  331.494 latency-µs/object
# POLL·3400 C1·59388 C1E·52539 C3·14246 C6·3122
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-16 100000	48692.5 req/s  328.593 latency-µs/object
# POLL·3321 C1·57810 C1E·50572 C3·13498 C6·3383

# 24 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-24 100000	44749.3 req/s  536.321 latency-µs/object
# POLL·2314 C1·36943 C1E·47375 C3·17865 C6·2978
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-24 100000	46629.2 req/s  514.699 latency-µs/object
# POLL·2122 C1·34637 C1E·43197 C3·15832 C6·2902
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-24 100000	46598.8 req/s  515.034 latency-µs/object
# POLL·2075 C1·34173 C1E·43588 C3·16092 C6·3823
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-24 100000	48374.9 req/s  496.125 latency-µs/object
# POLL·2139 C1·34634 C1E·41088 C3·15435 C6·4449
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-24 100000	47834.7 req/s  501.728 latency-µs/object
# POLL·2199 C1·35119 C1E·42996 C3·13345 C6·3323

# 36 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-36 100000	47561.3 req/s  756.919 latency-µs/object
# POLL·1711 C1·26383 C1E·38548 C3·18123 C6·3856
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-36 100000	49018.7 req/s  734.414 latency-µs/object
# POLL·1640 C1·24554 C1E·37059 C3·19648 C6·1961
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-36 100000	48899.8 req/s  736.199 latency-µs/object
# POLL·1568 C1·23759 C1E·37301 C3·17203 C6·3884
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-36 100000	48660.9 req/s  739.814 latency-µs/object
# POLL·1504 C1·22367 C1E·36991 C3·20453 C6·1839
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-36 100000	48188.1 req/s  747.072 latency-µs/object
# POLL·1582 C1·23780 C1E·37696 C3·16141 C6·3309

# 48 clients in parallel
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-48 100000	48123.2 req/s  997.440 latency-µs/object
# POLL·1721 C1·27297 C1E·39110 C3·20074 C6·1965
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-48 100000	50391.7 req/s  952.538 latency-µs/object
# POLL·1291 C1·20161 C1E·33370 C3·17174 C6·4684
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-48 100000	50300.0 req/s  954.275 latency-µs/object
# POLL·1368 C1·20310 C1E·33956 C3·18978 C6·3175
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-48 100000	49766.1 req/s  964.513 latency-µs/object
# POLL·1468 C1·21372 C1E·34094 C3·19009 C6·3132
# NEO/go (tzodb_go): skipping SHA1 computations
Benchmarkz600-COMP-2717/neo/go/sqlite(!sha1)/zwrk.go-48 100000	51573.7 req/s  930.707 latency-µs/object
# POLL·1322 C1·18563 C1E·31357 C3·18720 C6·2735
2018/02/28 14:35:45 accept tcp 192.168.0.5:5554: use of closed network connection
2018-02-28 14:35:45.6234 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

dataset:	prod1-1024

*** generating fs1 data...
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575161067 seconds in the future

*** generating sqlite data...
2018-02-28 14:35:59.1487 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** generating sql data...
2018-02-28 14:35:59 140175094660480 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24332 ...
2018-02-28 14:36:03 139737939017088 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24360 ...
2018-02-28 14:36:06 139888740089216 [Note] /usr/sbin/mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24389 ...
2018-02-28 14:36:08 140447934602624 [Note] mysqld (mysqld 10.1.25-MariaDB-1) starting as process 24421 ...
2018-02-28 14:36:22.0146 ERROR     NEO        [           app: 91] primary master is down
Cluster state changed

*** FileStorage
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575161030 seconds in the future
Benchmarkz600-COMP-2717/fs1/zhash.py 3789 31.1 µs/object	# crc32:a50b90dc  nread=4905351  t=0.118s
# POLL·0 C1·39 C1E·4 C3·20 C6·308
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575161029 seconds in the future
Benchmarkz600-COMP-2717/fs1/zhash.py 3789 31.0 µs/object	# crc32:a50b90dc  nread=4905351  t=0.117s
# POLL·0 C1·28 C1E·1 C3·16 C6·305
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575161029 seconds in the future
Benchmarkz600-COMP-2717/fs1/zhash.py 3789 31.5 µs/object	# crc32:a50b90dc  nread=4905351  t=0.119s
# POLL·0 C1·20 C1E·2 C3·26 C6·301
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575161028 seconds in the future
Benchmarkz600-COMP-2717/fs1/zhash.py 3789 31.2 µs/object	# crc32:a50b90dc  nread=4905351  t=0.118s
# POLL·1 C1·36 C1E·3 C3·12 C6·301
/home/neotest/1/src/lab.nexedi.com/kirr/neo/go/neo/t/var/prod1-1024/fs1/data.fs Database records 79575161028 seconds in the future
Benchmarkz600-COMP-2717/fs1/zhash.py 3789 31.2 µs/object	# crc32:a50b90dc  nread=4905351  t=0.118s
# POLL·0 C1·36 C1E·0 C3·18 C6·317

Benchmarkz600-COMP-2717/fs1/zhash.go 3789 4.3 µs/object	# crc32:a50b90dc  nread=4905351  t=16.388717ms	# POLL·1 C1·44 C1E·60 C3·27 C6·132
Benchmarkz600-COMP-2717/fs1/zhash.go 3789 4.4 µs/object	# crc32:a50b90dc  nread=4905351  t=16.806422ms	# POLL·0 C1·25 C1E·59 C3·49 C6·117
Benchmarkz600-COMP-2717/fs1/zhash.go 3789 4.4 µs/object	# crc32:a50b90dc  nread=4905351  t=16.671836ms	# POLL·0 C1·12 C1E·65 C3·39 C6·133
Benchmarkz600-COMP-2717/fs1/zhash.go 3789 4.4 µs/object	# crc32:a50b90dc  nread=4905351  t=16.537672ms	# POLL·1 C1·22 C1E·60 C3·29 C6·141
Benchmarkz600-COMP-2717/fs1/zhash.go 3789 4.4 µs/object	# crc32:a50b90dc  nread=4905351  t=16.794707ms	# POLL·0 C1·39 C1E·65 C3·34 C6·136
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 3789 5.7 µs/object	# crc32:a50b90dc  nread=4905351  t=21.519608ms	# POLL·0 C1·60 C1E·249 C3·269 C6·158
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 3789 5.9 µs/object	# crc32:a50b90dc  nread=4905351  t=22.491438ms	# POLL·7 C1·120 C1E·447 C3·315 C6·151
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 3789 5.4 µs/object	# crc32:a50b90dc  nread=4905351  t=20.330901ms	# POLL·8 C1·159 C1E·259 C3·306 C6·104
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 3789 4.8 µs/object	# crc32:a50b90dc  nread=4905351  t=18.201092ms	# POLL·4 C1·108 C1E·520 C3·366 C6·99
Benchmarkz600-COMP-2717/fs1/zhash.go+prefetch128 3789 5.1 µs/object	# crc32:a50b90dc  nread=4905351  t=19.434664ms	# POLL·1 C1·156 C1E·442 C3·373 C6·92

# 1 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 500000	359036.9 req/s  2.785 latency-µs/object	# POLL·2 C1·64 C1E·123 C3·90 C6·493
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 500000	367724.4 req/s  2.719 latency-µs/object	# POLL·0 C1·47 C1E·82 C3·75 C6·484
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 500000	364681.4 req/s  2.742 latency-µs/object	# POLL·0 C1·84 C1E·92 C3·76 C6·504
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 500000	362582.5 req/s  2.758 latency-µs/object	# POLL·0 C1·54 C1E·127 C3·80 C6·487
Benchmarkz600-COMP-2717/fs1/zwrk.go-1 500000	363069.7 req/s  2.754 latency-µs/object	# POLL·1 C1·76 C1E·88 C3·67 C6·508

# 2 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	687504.5 req/s  2.909 latency-µs/object	# POLL·1 C1·77 C1E·75 C3·104 C6·429
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	699805.0 req/s  2.858 latency-µs/object	# POLL·0 C1·82 C1E·73 C3·71 C6·453
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	686064.6 req/s  2.915 latency-µs/object	# POLL·0 C1·82 C1E·165 C3·54 C6·491
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	694276.6 req/s  2.881 latency-µs/object	# POLL·1 C1·79 C1E·137 C3·61 C6·509
Benchmarkz600-COMP-2717/fs1/zwrk.go-2 1000000	683220.5 req/s  2.927 latency-µs/object	# POLL·0 C1·70 C1E·149 C3·67 C6·530

# 4 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 2000000	1367904.1 req/s  2.924 latency-µs/object	# POLL·2 C1·134 C1E·97 C3·139 C6·1008
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 2000000	1368437.3 req/s  2.923 latency-µs/object	# POLL·0 C1·76 C1E·178 C3·93 C6·937
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 2000000	1377716.0 req/s  2.903 latency-µs/object	# POLL·4 C1·122 C1E·117 C3·124 C6·1044
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 2000000	1356479.6 req/s  2.949 latency-µs/object	# POLL·1 C1·61 C1E·98 C3·121 C6·1144
Benchmarkz600-COMP-2717/fs1/zwrk.go-4 2000000	1361514.2 req/s  2.938 latency-µs/object	# POLL·0 C1·104 C1E·95 C3·108 C6·971

# 8 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-8 5000000	2707792.7 req/s  2.954 latency-µs/object	# POLL·1 C1·124 C1E·172 C3·150 C6·1006
Benchmarkz600-COMP-2717/fs1/zwrk.go-8 5000000	2681053.6 req/s  2.984 latency-µs/object	# POLL·1 C1·141 C1E·145 C3·118 C6·957
Benchmarkz600-COMP-2717/fs1/zwrk.go-8 5000000	2666505.1 req/s  3.000 latency-µs/object	# POLL·2 C1·130 C1E·160 C3·136 C6·934
Benchmarkz600-COMP-2717/fs1/zwrk.go-8 5000000	2682017.1 req/s  2.983 latency-µs/object	# POLL·2 C1·125 C1E·115 C3·129 C6·840
Benchmarkz600-COMP-2717/fs1/zwrk.go-8 5000000	2685968.9 req/s  2.978 latency-µs/object	# POLL·0 C1·77 C1E·115 C3·151 C6·802

# 16 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-16 5000000	3821573.3 req/s  4.187 latency-µs/object	# POLL·3 C1·224 C1E·353 C3·322 C6·421
Benchmarkz600-COMP-2717/fs1/zwrk.go-16 5000000	3796122.8 req/s  4.215 latency-µs/object	# POLL·1 C1·168 C1E·257 C3·502 C6·455
Benchmarkz600-COMP-2717/fs1/zwrk.go-16 5000000	3758010.3 req/s  4.258 latency-µs/object	# POLL·1 C1·202 C1E·187 C3·441 C6·234
Benchmarkz600-COMP-2717/fs1/zwrk.go-16 5000000	3829031.9 req/s  4.179 latency-µs/object	# POLL·7 C1·287 C1E·231 C3·357 C6·264
Benchmarkz600-COMP-2717/fs1/zwrk.go-16 5000000	3782060.1 req/s  4.230 latency-µs/object	# POLL·0 C1·152 C1E·188 C3·294 C6·245

# 24 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-24 5000000	3898603.3 req/s  6.156 latency-µs/object	# POLL·2 C1·318 C1E·421 C3·300 C6·212
Benchmarkz600-COMP-2717/fs1/zwrk.go-24 5000000	3888565.9 req/s  6.172 latency-µs/object	# POLL·6 C1·427 C1E·289 C3·322 C6·217
Benchmarkz600-COMP-2717/fs1/zwrk.go-24 5000000	3741601.9 req/s  6.414 latency-µs/object	# POLL·0 C1·348 C1E·450 C3·868 C6·344
Benchmarkz600-COMP-2717/fs1/zwrk.go-24 5000000	3957157.1 req/s  6.065 latency-µs/object	# POLL·6 C1·265 C1E·428 C3·355 C6·181
Benchmarkz600-COMP-2717/fs1/zwrk.go-24 5000000	3794142.5 req/s  6.326 latency-µs/object	# POLL·6 C1·391 C1E·332 C3·496 C6·296

# 36 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-36 5000000	3935284.1 req/s  9.148 latency-µs/object	# POLL·2 C1·352 C1E·239 C3·315 C6·219
Benchmarkz600-COMP-2717/fs1/zwrk.go-36 5000000	3913022.5 req/s  9.200 latency-µs/object	# POLL·10 C1·342 C1E·205 C3·311 C6·182
Benchmarkz600-COMP-2717/fs1/zwrk.go-36 5000000	3943600.5 req/s  9.129 latency-µs/object	# POLL·4 C1·545 C1E·208 C3·259 C6·161
Benchmarkz600-COMP-2717/fs1/zwrk.go-36 5000000	3883623.4 req/s  9.270 latency-µs/object	# POLL·3 C1·337 C1E·272 C3·377 C6·184
Benchmarkz600-COMP-2717/fs1/zwrk.go-36 5000000	3912459.1 req/s  9.201 latency-µs/object	# POLL·1 C1·396 C1E·308 C3·314 C6·208

# 48 clients in parallel
Benchmarkz600-COMP-2717/fs1/zwrk.go-48 5000000	3909518.7 req/s  12.278 latency-µs/object	# POLL·3 C1·169 C1E·356 C3·304 C6·389
Benchmarkz600-COMP-2717/fs1/zwrk.go-48 5000000	3895382.6 req/s  12.322 latency-µs/object	# POLL·0 C1·251 C1E·266 C3·395 C6·284
Benchmarkz600-COMP-2717/fs1/zwrk.go-48 5000000	3912118.0 req/s  12.270 latency-µs/object	# POLL·5 C1·307 C1E·488 C3·473 C6·268
Benchmarkz600-COMP-2717/fs1/zwrk.go-48 5000000	3904549.5 req/s  12.293 latency-µs/object	# POLL·4 C1·312 C1E·356 C3·329 C6·325
Benchmarkz600-COMP-2717/fs1/zwrk.go-48 5000000	3924939.8 req/s  12.229 latency-µs/object	# POLL·11 C1·361 C1E·391 C3·363 C6·278

*** ZEO
Benchmarkz600-COMP-2717/zeo/py/fs1/zhash.py 3789 627.7 µs/object	# crc32:a50b90dc  nread=4905351  t=2.379s	# POLL·2 C1·28453 C1E·9248 C3·4297 C6·1558
Benchmarkz600-COMP-2717/zeo/py/fs1/zhash.py 3789 641.9 µs/object	# crc32:a50b90dc  nread=4905351  t=2.433s	# POLL·1 C1·27460 C1E·9519 C3·4867 C6·929
Benchmarkz600-COMP-2717/zeo/py/fs1/zhash.py 3789 535.0 µs/object	# crc32:a50b90dc  nread=4905351  t=2.028s	# POLL·4 C1·43847 C1E·4095 C3·4126 C6·602
Benchmarkz600-COMP-2717/zeo/py/fs1/zhash.py 3789 645.0 µs/object	# crc32:a50b90dc  nread=4905351  t=2.444s	# POLL·2 C1·28209 C1E·10105 C3·4570 C6·594
Benchmarkz600-COMP-2717/zeo/py/fs1/zhash.py 3789 647.1 µs/object	# crc32:a50b90dc  nread=4905351  t=2.453s	# POLL·1 C1·23708 C1E·8786 C3·5007 C6·1892

